runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8824,599.913,1,280,12,1,0
1,8743,599.845,1,280,12,1,0
2,8626,599.913,1,280,12,1,0
3,8539,599.874,1,252,21.5,1,0
4,8739,599.913,1,280,12,1,0
5,8360,599.866,2,241,18.0833,0.666667,0.509891
6,8701,600.058,1,280,12,1,0
7,8872,599.923,1,252,21.5,1,0
8,8673,599.705,1,252,21.5,1,0
9,8522,599.972,1,234,22.1667,1,0
10,8849,599.806,1,252,21.5,1,0
11,9019,599.966,1,280,12,1,0
12,8256,600.036,1,216,31.5,1,0
13,8458,599.904,1,252,21.5,1,0
14,8665,599.965,1,280,12,1,0
15,8627,599.922,1,280,12,1,0
16,8399,599.87,1,234,22.1667,1,0
17,8601,599.658,1,280,12,1,0
18,8717,599.963,1,280,12,1,0
19,8618,599.998,1,192,31.8,1,0
20,8303,599.906,1,192,31.8,1,0
21,8626,599.919,1,280,12,1,0
22,8703,600.077,1,176,31.8571,1,0
23,8773,599.938,1,280,12,1,0
24,8768,599.63,1,280,12,1,0
25,8488,599.938,1,234,22.1667,1,0
26,8620,599.913,1,252,21.5,1,0
27,8547,599.875,1,280,12,1,0
28,8510,600.007,1,154,41.3571,1,0
29,8462,599.885,1,280,12,1,0
,,,286,,,
