runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8537,599.874,1,396,14.5,1,0
1,8527,600.138,1,408,14,1,0
2,8409,600.966,1,408,14,1,0
3,8496,600.08,1,408,14,1,0
4,8615,599.813,1,408,14,1,0
5,8377,600.041,1,340,57.5,1,0
6,8558,599.748,1,408,14,1,0
7,8362,599.957,1,374,57,1,0
8,8460,599.793,1,396,14.5,1,0
9,8160,599.897,1,396,14.5,1,0
10,8361,599.751,1,374,57,1,0
11,8722,599.992,1,408,14,1,0
12,8613,599.637,1,408,14,1,0
13,8477,599.987,1,396,14.5,1,0
14,8454,599.753,1,396,14.5,1,0
15,8497,599.96,1,396,14.5,1,0
16,8089,599.936,1,408,14,1,0
17,8531,599.919,1,396,14.5,1,0
18,8370,600.024,1,408,14,1,0
19,8470,599.864,1,396,14.5,1,0
20,8392,599.972,1,408,14,1,0
21,8510,599.823,1,396,14.5,1,0
22,8629,599.975,1,408,14,1,0
23,8014,599.783,1,408,14,1,0
24,8347,600.003,1,408,14,1,0
25,8585,599.986,1,408,14,1,0
26,8396,599.83,1,396,14.5,1,0
27,8677,599.908,1,396,14.5,1,0
28,8563,599.839,1,408,14,1,0
29,8584,599.971,1,408,14,1,0
,,,419,,,
