runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5876,599.899,1,216,10,1,0
1,5690,599.928,1,216,10,1,0
2,5762,599.948,1,156,52.5,1,0
3,6126,599.836,1,216,10,1,0
4,5701,599.987,1,216,10,1,0
5,5670,599.947,1,168,31.75,1,0
6,5937,600.003,1,216,10,1,0
7,5831,599.827,1,216,10,1,0
8,6010,599.963,1,216,10,1,0
9,5707,599.8,1,175,31.6667,1,0
10,5620,599.912,1,168,31.75,1,0
11,5755,599.983,1,216,10,1,0
12,5784,599.703,1,216,10,1,0
13,5973,600.019,1,216,10,1,0
14,5748,599.777,1,161,31.8,1,0
15,5667,599.984,1,161,31.8,1,0
16,6038,599.776,1,216,10,1,0
17,5668,599.987,1,175,31.6667,1,0
18,5653,599.979,1,175,31.6667,1,0
19,6138,599.95,1,216,10,1,0
20,6037,599.885,1,216,10,1,0
21,5915,600.014,1,216,10,1,0
22,6301,599.896,1,156,52.5,1,0
23,5725,599.851,1,175,31.6667,1,0
24,5910,599.927,1,216,10,1,0
25,5843,599.905,1,216,10,1,0
26,6113,599.862,1,216,10,1,0
27,5898,599.786,1,175,31.6667,1,0
28,6125,599.946,1,216,10,1,0
29,5691,599.889,1,168,31.75,1,0
,,,222,,,
