runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5182,600.056,0,0,333,333,333
1,5336,599.971,0,0,333,333,333
2,5292,599.919,0,0,333,333,333
3,5426,600.001,0,0,333,333,333
4,5449,599.939,0,0,333,333,333
5,5351,599.979,0,0,333,333,333
6,5181,600.013,0,0,333,333,333
7,5501,599.886,0,0,333,333,333
8,5212,599.997,0,0,333,333,333
9,5386,599.973,0,0,333,333,333
10,5341,599.945,0,0,333,333,333
11,5334,600.018,0,0,333,333,333
12,5322,600.048,0,0,333,333,333
13,5224,599.904,0,0,333,333,333
14,5254,600,0,0,333,333,333
15,5302,599.965,0,0,333,333,333
16,5252,599.953,0,0,333,333,333
17,5213,599.974,0,0,333,333,333
18,5228,600.01,0,0,333,333,333
19,5215,599.927,0,0,333,333,333
20,5357,599.957,0,0,333,333,333
21,5287,599.969,0,0,333,333,333
22,5290,599.971,0,0,333,333,333
23,5357,599.993,0,0,333,333,333
24,5428,599.98,0,0,333,333,333
25,5332,599.975,0,0,333,333,333
26,5201,599.943,0,0,333,333,333
27,5266,599.992,0,0,333,333,333
28,5399,599.976,0,0,333,333,333
29,5583,599.884,0,0,333,333,333
,,,52,,,
