runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5155,599.912,0,0,333,333,333
1,5284,599.965,0,0,333,333,333
2,5139,600.045,0,0,333,333,333
3,5108,599.912,0,0,333,333,333
4,5294,600.031,0,0,333,333,333
5,5293,599.934,0,0,333,333,333
6,5409,599.908,0,0,333,333,333
7,5215,599.952,0,0,333,333,333
8,5230,599.951,0,0,333,333,333
9,5324,599.959,0,0,333,333,333
10,5080,600.016,0,0,333,333,333
11,5238,600.043,0,0,333,333,333
12,5187,599.881,0,0,333,333,333
13,5188,600.01,0,0,333,333,333
14,5176,599.877,0,0,333,333,333
15,5089,600.008,0,0,333,333,333
16,5239,599.926,0,0,333,333,333
17,5244,600.077,0,0,333,333,333
18,5124,599.96,0,0,333,333,333
19,5056,599.98,0,0,333,333,333
20,5177,599.998,0,0,333,333,333
21,5292,599.772,0,0,333,333,333
22,5164,599.969,0,0,333,333,333
23,5326,599.905,0,0,333,333,333
24,5220,599.975,0,0,333,333,333
25,5216,599.918,0,0,333,333,333
26,5173,599.958,0,0,333,333,333
27,5083,599.931,0,0,333,333,333
28,5125,599.957,0,0,333,333,333
29,5031,599.973,0,0,333,333,333
,,,82,,,
