runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5197,599.992,1,156,12.9167,1,0
1,5118,599.621,4,121,12.455,0.68,0.444471
2,5038,600.07,2,219,10.1282,0.846154,0.49717
3,5279,599.945,4,191,8.83333,0.722222,0.529986
4,5242,600.002,2,131,12.2632,0.947368,0.49717
5,5112,599.662,3,107,11.3091,0.863636,0.449615
6,5181,600.005,4,135,6.82414,0.551724,0.444471
7,5085,599.961,1,96,12.9365,1,0
8,5128,600.071,3,175,10.7255,0.823529,0.449615
9,5083,599.917,4,153,9.0303,0.681818,0.529986
10,5169,599.998,4,127,13.179,0.592593,0.447913
11,5077,600.034,3,178,7.95714,0.7,0.481574
12,5297,599.628,2,127,10.1884,0.782609,0.49717
13,5070,600.017,4,150,7.45333,0.64,0.529986
14,5137,600.03,3,111,10.1,0.9,0.481574
15,5222,599.95,4,207,9.64444,0.733333,0.529986
16,5139,599.984,2,187,12.0857,0.928571,0.49717
17,5083,600.009,3,190,8.25,0.777778,0.449615
18,5134,599.95,4,164,8.08696,0.666667,0.529986
19,5157,599.891,4,121,8.85119,0.708333,0.529986
20,5009,599.972,4,167,7.57609,0.608696,0.431679
21,5140,600.039,3,154,9.83333,0.75,0.449615
22,5177,599.927,3,143,11.6056,0.888889,0.481574
23,5115,599.958,4,149,9.85714,0.8,0.431679
24,5025,599.998,3,108,11.8095,0.904762,0.449615
25,5059,600.04,3,211,5.84058,0.521739,0.481574
26,5026,599.981,5,158,8.7381,0.714286,0.421044
27,5073,599.925,3,178,9.57407,0.833333,0.449615
28,4953,599.998,3,106,10.8478,0.826087,0.481574
29,5176,599.948,3,196,8.74074,0.666667,0.449615
,,,344,,,
