runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3681,599.891,2,5,36.4286,1,inf
1,3815,599.819,0,0,333,333,333
2,3855,599.862,0,0,333,333,333
3,3702,599.868,2,69,5,1,0.346129
4,3580,599.649,0,0,333,333,333
5,3686,599.86,1,1,51,1,0
6,3698,599.811,0,0,333,333,333
7,4049,599.825,0,0,333,333,333
8,3923,599.791,0,0,333,333,333
9,3758,599.956,0,0,333,333,333
10,3876,599.902,0,0,333,333,333
11,3725,599.702,0,0,333,333,333
12,3884,599.883,0,0,333,333,333
13,3813,599.866,0,0,333,333,333
14,3750,599.871,1,12,51,1,0
15,3720,599.977,0,0,333,333,333
16,3822,599.943,0,0,333,333,333
17,3402,599.84,2,43,28.4,1,inf
18,3870,599.923,0,0,333,333,333
19,3865,599.767,0,0,333,333,333
20,3797,599.73,1,28,51,1,0
21,3756,599.849,2,69,5,1,0.346129
22,3807,599.836,1,32,51,1,0
23,3709,599.791,1,0,51,1,0
24,3645,600.001,1,40,51,1,0
25,3731,599.74,0,0,333,333,333
26,3911,599.884,0,0,333,333,333
27,3697,599.83,1,60,333,333,0
28,3979,599.83,0,0,333,333,333
29,3797,599.906,0,0,333,333,333
,,,75,,,
