runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3890,599.955,0,0,333,333,333
1,3798,599.851,0,0,333,333,333
2,3772,599.754,1,60,57.8333,1,0
3,3902,599.815,0,0,333,333,333
4,3885,599.91,0,0,333,333,333
5,3824,599.959,0,0,333,333,333
6,3926,599.916,0,0,333,333,333
7,3892,599.799,0,0,333,333,333
8,3777,599.831,0,0,333,333,333
9,3867,600.027,0,0,333,333,333
10,3802,599.847,0,0,333,333,333
11,3884,599.911,0,0,333,333,333
12,3693,599.916,0,0,333,333,333
13,3958,599.82,0,0,333,333,333
14,4003,599.81,0,0,333,333,333
15,3769,599.895,0,0,333,333,333
16,3968,599.815,0,0,333,333,333
17,3915,599.93,0,0,333,333,333
18,3804,599.752,0,0,333,333,333
19,3957,599.921,0,0,333,333,333
20,3863,599.792,0,0,333,333,333
21,3962,599.787,0,0,333,333,333
22,4047,599.965,0,0,333,333,333
23,4028,600.065,0,0,333,333,333
24,3880,599.598,0,0,333,333,333
25,3820,600.073,0,0,333,333,333
26,3696,599.884,0,0,333,333,333
27,3930,599.834,0,0,333,333,333
28,3840,599.715,0,0,333,333,333
29,3834,600.042,0,0,333,333,333
,,,113,,,
