runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3707,600,1,35,45.5833,1,0
1,3824,599.877,0,0,333,333,333
2,3921,599.893,0,0,333,333,333
3,3748,599.961,0,0,333,333,333
4,3652,599.978,0,0,333,333,333
5,3834,599.896,1,84,28.1333,1,0
6,3808,599.994,1,52,62.8333,1,0
7,3893,600.016,0,0,333,333,333
8,4044,599.935,0,0,333,333,333
9,3773,599.882,0,0,333,333,333
10,3854,600,1,72,28.1905,1,0
11,3783,599.897,0,0,333,333,333
12,3599,600.084,1,56,62.8,1,0
13,3920,599.81,0,0,333,333,333
14,3727,600.056,0,0,333,333,333
15,3958,599.918,0,0,333,333,333
16,3669,599.882,1,126,10,1,0
17,3778,600,0,0,333,333,333
18,3922,599.913,0,0,333,333,333
19,3871,599.964,0,0,333,333,333
20,3868,599.851,0,0,333,333,333
21,3800,599.856,0,0,333,333,333
22,3581,599.891,0,0,333,333,333
23,3768,600,0,0,333,333,333
24,3955,599.942,0,0,333,333,333
25,3870,600.01,0,0,333,333,333
26,3900,599.832,0,0,333,333,333
27,3773,600.046,0,0,333,333,333
28,3823,599.95,0,0,333,333,333
29,3939,599.902,0,0,333,333,333
,,,130,,,
