runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,12863,599.308,1,234,333,333,0
1,12646,599.935,1,198,333,333,0
2,13084,600.017,1,261,333,333,0
3,12630,599.929,1,261,333,333,0
4,12835,600.01,1,261,333,333,0
5,12947,599.97,1,234,333,333,0
6,12447,599.971,1,224,48,1,0
7,12728,599.962,1,261,333,333,0
8,12869,599.976,2,258,1,1,inf
9,12638,599.952,1,261,333,333,0
10,12631,599.973,1,234,333,333,0
11,12723,599.963,1,261,333,333,0
12,12443,599.942,1,224,48,1,0
13,12834,599.968,1,208,48,1,0
14,12715,600.003,1,234,333,333,0
15,12244,599.983,1,261,333,333,0
16,12605,599.979,1,234,333,333,0
17,12757,599.985,1,234,333,333,0
18,12698,599.99,1,261,333,333,0
19,12649,599.973,1,261,333,333,0
20,12582,600.008,1,261,333,333,0
21,12888,599.927,1,261,333,333,0
22,12706,599.979,1,261,333,333,0
23,12748,599.967,1,261,333,333,0
24,12538,599.968,1,261,333,333,0
25,12589,600.044,1,232,333,333,0
26,12854,599.908,1,261,333,333,0
27,12997,600.017,1,261,333,333,0
28,12680,599.959,1,234,333,333,0
29,12825,599.976,1,261,333,333,0
,,,261,,,
