runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5775,600.041,2,232,6,0.5,0.488066
1,5879,599.963,1,208,42.5,1,0
2,5691,600.005,2,233,5.5,0.5,0.488066
3,5898,599.978,1,216,37,1,0
4,5762,599.908,2,233,5.5,0.5,0.488066
5,5411,600.005,2,233,5.5,0.5,0.488066
6,5686,600.037,2,232,6,0.5,0.488066
7,5525,599.884,2,241,0,0,0.326634
8,5633,600.065,2,232,6,0.5,0.488066
9,6176,599.906,1,216,37,1,0
10,5859,600.031,1,216,37,1,0
11,5760,599.968,2,241,0,0,0.326634
12,5787,599.97,1,184,48.5,1,0
13,5823,599.948,2,232,6,0.5,0.488066
14,5999,599.879,1,200,48,1,0
15,5924,599.962,2,232,6,0.5,0.488066
16,5687,600.04,3,240,0.25,0.5,0.349763
17,5842,599.89,1,216,37,1,0
18,5707,600.058,3,240,0.25,0.5,0.349763
19,5660,599.948,2,232,6,0.5,0.488066
20,5931,599.938,1,208,42.5,1,0
21,5612,599.983,2,232,6,0.5,0.488066
22,5620,599.921,2,232,6,0.5,0.488066
23,5919,599.948,1,208,42.5,1,0
24,5522,600.002,3,231,4.16667,0.5,0.453147
25,5912,599.964,1,208,42.5,1,0
26,5711,599.938,3,240,0.25,0.5,0.349763
27,5753,599.99,2,232,6,0.5,0.488066
28,5582,599.985,3,231,4.16667,0.5,0.453147
29,5718,599.963,2,232,6,0.5,0.488066
,,,241,,,
