runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5857,599.919,1,338,22.75,1,0
1,5842,599.929,1,364,16.4167,1,0
2,5797,599.842,1,350,16.6111,1,0
3,5806,599.921,1,364,16.4167,1,0
4,5668,599.943,1,338,22.75,1,0
5,5716,599.97,1,364,16.4167,1,0
6,5696,599.952,1,364,16.4167,1,0
7,5595,599.773,2,333,17.6111,0.666667,0.49717
8,5758,600.032,1,364,16.4167,1,0
9,5788,599.903,1,364,16.4167,1,0
10,5840,600.017,1,364,16.4167,1,0
11,5757,599.882,2,320,19.0417,0.75,0.49717
12,5818,599.833,1,364,16.4167,1,0
13,5805,600.007,1,364,16.4167,1,0
14,5866,599.854,1,364,16.4167,1,0
15,5812,599.949,1,350,16.6111,1,0
16,5700,599.983,1,364,16.4167,1,0
17,5791,599.832,1,364,16.4167,1,0
18,5801,600.03,1,364,16.4167,1,0
19,5786,599.905,1,364,16.4167,1,0
20,5564,599.94,2,284,26.2333,0.8,0.49717
21,5898,599.897,1,364,16.4167,1,0
22,5808,599.915,1,364,16.4167,1,0
23,5896,599.829,1,364,16.4167,1,0
24,5872,599.983,1,364,16.4167,1,0
25,5804,599.98,1,364,16.4167,1,0
26,5836,600.023,1,364,16.4167,1,0
27,5703,599.836,1,364,16.4167,1,0
28,5666,600.039,2,333,17.6111,0.666667,0.49717
29,5806,599.963,1,364,16.4167,1,0
,,,385,,,
