runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5697,600.004,1,270,52,1,0
1,5983,599.919,1,270,52,1,0
2,5581,599.836,2,259,29,0.666667,0.509891
3,6147,599.913,1,270,52,1,0
4,5823,599.955,1,270,52,1,0
5,5817,599.921,1,270,52,1,0
6,5784,599.857,1,270,52,1,0
7,5965,599.775,1,270,52,1,0
8,5894,599.859,1,270,52,1,0
9,5701,599.974,1,270,52,1,0
10,5778,599.949,1,270,52,1,0
11,5882,599.983,1,250,52.6667,1,0
12,5824,599.733,1,270,52,1,0
13,5810,600.053,1,270,52,1,0
14,5501,599.863,1,270,52,1,0
15,5799,599.987,1,270,52,1,0
16,5569,599.845,2,249,30.125,0.75,0.509891
17,5826,599.882,1,270,52,1,0
18,5838,599.887,1,270,52,1,0
19,5936,599.925,1,270,52,1,0
20,5519,599.789,3,303,0.5,0.5,0.60773
21,5898,600.057,1,270,52,1,0
22,5826,599.773,1,270,52,1,0
23,5906,599.945,1,270,52,1,0
24,5936,599.982,1,270,52,1,0
25,5873,599.808,1,270,52,1,0
26,6013,599.892,1,270,52,1,0
27,5652,599.829,1,270,52,1,0
28,5859,599.838,1,270,52,1,0
29,5894,599.948,1,270,52,1,0
,,,307,,,
