runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5799,600.057,0,0,333,333,333
1,5677,599.923,1,84,333,333,0
2,5884,599.977,0,0,333,333,333
3,5522,599.972,1,66,333,333,0
4,5410,599.994,1,50,45,1,0
5,5301,599.969,1,60,333,333,0
6,5704,599.987,0,0,333,333,333
7,5541,599.994,1,32,45,1,0
8,5460,599.877,1,55,45,1,0
9,5682,600.035,0,0,333,333,333
10,5562,599.951,0,0,333,333,333
11,5526,599.985,1,65,45,1,0
12,5560,600.033,0,0,333,333,333
13,5684,599.975,0,0,333,333,333
14,5516,599.888,1,60,333,333,0
15,5721,600.054,0,0,333,333,333
16,5841,599.937,0,0,333,333,333
17,5578,599.919,1,50,45,1,0
18,5652,600.072,0,0,333,333,333
19,5684,599.891,1,65,45,1,0
20,5486,599.941,2,76,5.5,1,0.346129
21,5864,600.006,0,0,333,333,333
22,5634,600.041,1,84,333,333,0
23,5853,599.992,0,0,333,333,333
24,5580,599.968,1,66,333,333,0
25,5882,600.006,0,0,333,333,333
26,5478,599.905,1,60,45,1,0
27,5512,600.015,1,84,333,333,0
28,5598,599.94,0,0,333,333,333
29,5983,600.031,0,0,333,333,333
,,,84,,,
