runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5432,599.829,1,60,333,333,0
1,5582,600.085,1,55,333,333,0
2,5680,599.841,0,0,333,333,333
3,5527,600.04,1,60,333,333,0
4,5617,599.913,1,30,40,1,0
5,5387,599.969,1,55,333,333,0
6,5731,599.951,0,0,333,333,333
7,5773,599.986,1,55,333,333,0
8,5897,599.97,0,0,333,333,333
9,5684,600.003,0,0,333,333,333
10,5635,600.013,1,36,40,1,0
11,5333,599.966,1,55,333,333,0
12,5350,599.909,1,12,40,1,0
13,5684,600.003,1,33,40,1,0
14,5686,599.955,1,50,333,333,0
15,5517,599.852,1,60,333,333,0
16,5357,599.95,2,57,1,1,inf
17,5441,599.961,2,57,1,1,inf
18,5414,599.994,1,33,40,1,0
19,5642,600.032,1,55,333,333,0
20,5765,600.002,1,33,40,1,0
21,5612,599.907,1,50,333,333,0
22,5594,599.954,1,33,40,1,0
23,5630,599.947,0,0,333,333,333
24,5560,599.965,1,50,333,333,0
25,5566,600.005,1,33,40,1,0
26,5592,599.988,2,57,1,1,inf
27,5828,600.039,0,0,333,333,333
28,5739,599.885,1,55,333,333,0
29,5542,600.041,1,50,333,333,0
,,,60,,,
