runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,7494,599.954,0,0,333,333,333
1,7314,600.027,1,30,45,1,0
2,7156,599.947,1,26,45,1,0
3,6859,599.967,2,25,19.3333,1,inf
4,7015,599.938,2,22,19.4583,1,inf
5,7295,599.961,0,0,333,333,333
6,6889,599.997,2,6,25.9167,1,inf
7,7151,599.95,2,43,6.6,1,inf
8,6955,599.988,2,43,6.6,1,inf
9,7163,599.966,1,0,45,1,0
10,6984,599.951,0,0,333,333,333
11,7066,599.999,2,6,25.9167,1,inf
12,7358,599.95,0,0,333,333,333
13,7433,599.941,1,48,333,333,0
14,6915,599.991,2,29,25.3333,1,inf
15,7358,600.003,0,0,333,333,333
16,7299,599.961,1,12,45,1,0
17,7241,599.936,1,6,45,1,0
18,7369,599.966,1,33,45,1,0
19,7204,599.997,1,60,333,333,0
20,7001,599.975,2,38,6.83333,1,inf
21,7374,599.895,0,0,333,333,333
22,7289,599.961,2,55,4.5,1,0.346129
23,6753,600.078,2,15,31.7917,1,inf
24,7182,599.934,1,30,45,1,0
25,6946,599.982,2,7,32.0833,1,inf
26,7061,599.996,0,0,333,333,333
27,7424,599.924,1,18,45,1,0
28,7271,599.965,0,0,333,333,333
29,7154,600,1,2,45,1,0
,,,60,,,
