runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,7861,599.902,1,77,47,1,0
1,7807,599.973,1,91,47,1,0
2,7548,599.983,1,25,47,1,0
3,7748,600.003,1,42,47,1,0
4,7816,599.939,1,96,333,333,0
5,7825,599.976,1,112,333,333,0
6,7857,599.925,1,36,47,1,0
7,7565,599.967,1,30,47,1,0
8,8052,599.88,1,96,333,333,0
9,7834,599.992,1,112,333,333,0
10,7516,599.85,1,77,47,1,0
11,7846,600.026,1,112,333,333,0
12,7411,599.821,1,25,47,1,0
13,7636,599.99,1,70,47,1,0
14,7573,599.905,1,77,47,1,0
15,7767,599.962,0,0,333,333,333
16,7806,599.756,1,112,333,333,0
17,7754,600.029,1,112,333,333,0
18,7619,599.997,1,24,47,1,0
19,7416,599.899,1,48,47,1,0
20,7957,600.019,1,112,333,333,0
21,7682,599.877,1,84,47,1,0
22,7306,599.977,2,40,32.7778,1,inf
23,7627,599.924,1,48,47,1,0
24,7243,599.876,2,76,26.5,1,inf
25,7598,600.026,1,63,47,1,0
26,7643,599.99,1,96,333,333,0
27,7656,599.864,2,12,36.75,1,inf
28,7998,599.893,1,112,333,333,0
29,7488,600.026,1,0,47,1,0
,,,112,,,
