runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5720,599.911,0,0,333,333,333
1,5543,600.049,0,0,333,333,333
2,5384,599.888,0,0,333,333,333
3,5257,600.058,0,0,333,333,333
4,5390,599.881,0,0,333,333,333
5,5258,600.015,0,0,333,333,333
6,5314,599.956,0,0,333,333,333
7,5351,599.998,0,0,333,333,333
8,5309,599.962,0,0,333,333,333
9,5486,599.977,0,0,333,333,333
10,5230,599.952,0,0,333,333,333
11,5174,600.05,0,0,333,333,333
12,5379,599.872,0,0,333,333,333
13,5559,599.981,0,0,333,333,333
14,5379,599.953,0,0,333,333,333
15,5478,599.963,0,0,333,333,333
16,5227,599.995,0,0,333,333,333
17,5161,599.948,0,0,333,333,333
18,5178,600.084,0,0,333,333,333
19,5348,599.93,0,0,333,333,333
20,5307,599.946,0,0,333,333,333
21,5291,600.068,0,0,333,333,333
22,5293,599.954,0,0,333,333,333
23,5083,599.958,0,0,333,333,333
24,5301,599.955,0,0,333,333,333
25,5018,599.989,0,0,333,333,333
26,5235,599.955,0,0,333,333,333
27,5082,599.934,0,0,333,333,333
28,5359,600.002,0,0,333,333,333
29,5354,599.929,0,0,333,333,333
,,,0,,,
