runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3859,600.003,0,0,333,333,333
1,3972,599.864,0,0,333,333,333
2,3698,599.985,2,46,18.8889,1,inf
3,3892,599.964,0,0,333,333,333
4,3741,599.969,2,53,10,1,inf
5,3847,599.885,2,54,32.25,1,inf
6,3725,599.941,2,59,38.5,1,inf
7,3893,599.949,0,0,333,333,333
8,3865,600.036,0,0,333,333,333
9,3692,599.868,2,69,31.5,1,inf
10,3739,600.057,2,54,32.25,1,inf
11,3886,599.881,0,0,333,333,333
12,3937,599.72,1,65,56,1,0
13,3755,600.09,2,53,10,1,inf
14,3976,599.818,0,0,333,333,333
15,3697,599.94,0,0,333,333,333
16,3982,600.083,0,0,333,333,333
17,3935,599.916,0,0,333,333,333
18,3782,599.966,2,65,9.75,1,inf
19,3853,599.847,0,0,333,333,333
20,3973,600.113,0,0,333,333,333
21,3815,599.844,2,15,40.3333,1,inf
22,3802,599.928,1,80,56,1,0
23,3945,599.931,0,0,333,333,333
24,3524,599.9,0,0,333,333,333
25,3759,600.104,2,34,32.6667,1,inf
26,3943,599.837,0,0,333,333,333
27,3927,599.999,0,0,333,333,333
28,3935,599.973,0,0,333,333,333
29,3845,599.894,0,0,333,333,333
,,,108,,,
