runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3674,599.962,0,0,333,333,333
1,3639,599.985,0,0,333,333,333
2,3687,599.643,0,0,333,333,333
3,3701,599.928,0,0,333,333,333
4,3695,599.844,0,0,333,333,333
5,3673,600.04,0,0,333,333,333
6,3713,599.832,0,0,333,333,333
7,3680,599.89,0,0,333,333,333
8,3674,600.034,0,0,333,333,333
9,3673,600.039,0,0,333,333,333
10,3684,599.768,0,0,333,333,333
11,3713,599.875,0,0,333,333,333
12,3680,600.011,0,0,333,333,333
13,3646,599.967,0,0,333,333,333
14,3666,600.048,0,0,333,333,333
15,3676,599.782,0,0,333,333,333
16,3675,599.991,0,0,333,333,333
17,3679,600.013,0,0,333,333,333
18,3716,599.757,0,0,333,333,333
19,3663,599.898,0,0,333,333,333
20,3718,600.071,0,0,333,333,333
21,3673,599.958,0,0,333,333,333
22,3642,599.864,0,0,333,333,333
23,3661,599.853,0,0,333,333,333
24,3671,599.881,0,0,333,333,333
25,3690,599.734,0,0,333,333,333
26,3640,600.139,0,0,333,333,333
27,3661,599.729,0,0,333,333,333
28,3707,600.007,0,0,333,333,333
29,3664,600.336,0,0,333,333,333
,,,39,,,
