runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3666,600.028,0,0,333,333,333
1,3701,599.886,0,0,333,333,333
2,3721,599.889,0,0,333,333,333
3,3719,599.813,0,0,333,333,333
4,3691,600.011,0,0,333,333,333
5,3748,599.861,0,0,333,333,333
6,3699,599.98,0,0,333,333,333
7,3706,599.718,0,0,333,333,333
8,3722,599.928,0,0,333,333,333
9,3685,600.059,0,0,333,333,333
10,3735,599.924,0,0,333,333,333
11,3673,599.882,0,0,333,333,333
12,3651,600.113,0,0,333,333,333
13,3680,599.966,0,0,333,333,333
14,3685,599.826,0,0,333,333,333
15,3724,599.993,0,0,333,333,333
16,3683,599.805,0,0,333,333,333
17,3801,599.929,0,0,333,333,333
18,3695,600.091,0,0,333,333,333
19,3685,599.89,0,0,333,333,333
20,3568,599.306,0,0,333,333,333
21,3577,600.09,0,0,333,333,333
22,3564,599.899,0,0,333,333,333
23,3467,601.039,0,0,333,333,333
24,3651,600.081,0,0,333,333,333
25,3606,599.838,0,0,333,333,333
26,3574,599.82,0,0,333,333,333
27,3675,599.892,0,0,333,333,333
28,3676,599.995,0,0,333,333,333
29,3716,599.734,0,0,333,333,333
,,,82,,,
