runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,11910,599.277,1,138,49,1,0
1,11728,599.959,1,132,49,1,0
2,11669,600.006,1,175,333,333,0
3,11976,599.894,1,175,333,333,0
4,11905,599.993,2,137,26.5,1,inf
5,12585,599.981,1,132,49,1,0
6,12309,599.958,1,115,49,1,0
7,12339,599.945,1,175,333,333,0
8,12390,599.981,1,138,49,1,0
9,11189,599.994,2,137,26.5,1,inf
10,11338,599.993,1,115,49,1,0
11,11381,599.97,2,137,26.5,1,inf
12,11776,599.959,1,175,333,333,0
13,11747,599.978,1,138,49,1,0
14,11581,599.992,2,137,26.5,1,inf
15,11716,599.951,1,175,333,333,0
16,11791,599.968,2,137,26.5,1,inf
17,11753,599.987,1,175,333,333,0
18,11667,599.954,1,175,333,333,0
19,11529,599.986,2,137,26.5,1,inf
20,11705,599.987,1,132,49,1,0
21,11679,599.995,1,150,333,333,0
22,11632,599.962,1,175,333,333,0
23,11591,599.958,1,175,333,333,0
24,11664,599.957,1,175,333,333,0
25,11431,600.028,1,132,49,1,0
26,11712,599.974,1,150,333,333,0
27,11679,599.945,1,150,333,333,0
28,11436,599.995,1,138,49,1,0
29,12020,600.016,1,138,49,1,0
,,,175,,,
