runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,11410,599.585,1,80,333,333,0
1,11369,599.896,2,65,25.1,1,inf
2,12367,599.911,1,104,333,333,0
3,11371,599.883,1,104,333,333,0
4,11567,599.742,1,104,333,333,0
5,11463,600.851,1,92,333,333,0
6,12107,599.818,1,104,333,333,0
7,12056,599.866,1,92,333,333,0
8,11790,600.466,2,92,5.66667,1,inf
9,11922,599.564,2,92,5.66667,1,inf
10,11377,602.022,3,89,5.1,0.8,0.145824
11,11985,600.248,1,104,333,333,0
12,11733,604.858,1,92,333,333,0
13,11740,603.026,1,92,333,333,0
14,11882,600.81,1,104,333,333,0
15,11783,599.719,1,104,333,333,0
16,11999,599.927,1,104,333,333,0
17,11452,599.686,1,92,333,333,0
18,11750,599.937,1,104,333,333,0
19,12229,599.748,2,92,5.66667,1,inf
20,11134,599.77,1,96,333,333,0
21,11346,599.806,2,65,25.1,1,inf
22,11985,599.969,1,92,333,333,0
23,11776,599.337,1,88,333,333,0
24,11808,599.547,1,104,333,333,0
25,11870,599.753,1,96,333,333,0
26,12012,599.998,2,92,5.66667,1,inf
27,11811,599.964,1,92,333,333,0
28,11648,599.608,2,92,5.66667,1,inf
29,12067,599.801,1,92,333,333,0
,,,104,,,
