runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,11745,599.412,2,20,10.5667,0.8,0.49717
1,11658,599.967,1,15,18.5833,1,0
2,12522,599.969,1,20,18.5,1,0
3,11523,599.979,1,20,18.5,1,0
4,11744,599.936,1,24,26.375,1,0
5,11888,600.023,1,16,28.5,1,0
6,12049,599.953,1,25,18.375,1,0
7,11833,599.989,2,19,17.25,0.833333,0.49717
8,11752,599.983,2,19,17.25,0.833333,0.49717
9,11931,599.955,1,20,18.5,1,0
10,11537,599.997,1,20,18.5,1,0
11,11868,599.96,1,20,18.5,1,0
12,12033,600.037,2,19,17.25,0.833333,0.49717
13,12286,599.936,1,30,8.375,1,0
14,12484,599.978,1,30,8.375,1,0
15,12403,599.962,1,20,18.5,1,0
16,12378,599.928,1,30,8.375,1,0
17,12004,600.003,1,30,8.375,1,0
18,11718,600.024,2,24,16.9,0.8,0.49717
19,11667,599.921,3,36,4.55,0.6,0.468496
20,11759,599.993,2,31,8.55,0.6,0.49717
21,11970,599.956,1,20,18.5,1,0
22,11887,599.973,2,19,17.25,0.833333,0.49717
23,11944,599.998,2,44,10,0.5,0.488066
24,11484,599.936,2,24,16.9,0.8,0.49717
25,12109,599.999,2,23,13.7333,0.8,0.49717
26,11867,600.001,2,24,16.9,0.8,0.49717
27,11263,599.955,3,25,9.48,0.6,0.481574
28,12128,599.945,1,20,28.375,1,0
29,12034,600,2,35,6.25,0.75,0.509891
,,,49,,,
