runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,11199,599.581,1,60,42.8,1,0
1,10993,599.931,1,60,42.8,1,0
2,10857,599.999,2,99,5.7,0.8,0.509891
3,11533,599.954,2,87,21.3,0.5,0.509891
4,11297,599.958,1,60,42.8,1,0
5,10989,599.815,2,94,6.08333,0.833333,0.49717
6,10781,600.005,2,94,6.08333,0.833333,0.49717
7,10895,599.947,2,94,6.08333,0.833333,0.49717
8,10745,599.938,3,52,18.5429,0.6,0.449615
9,10458,599.997,2,99,5.7,0.8,0.509891
10,10916,599.996,2,71,24.9286,0.857143,0.49717
11,11096,599.974,1,63,41.4,1,0
12,11035,599.97,2,86,21.4,0.5,0.49717
13,11032,599.805,2,77,22.9286,0.571429,0.49717
14,11268,599.884,2,85,21.5,0.5,0.49717
15,11189,599.901,1,72,25.8333,1,0
16,11405,599.98,1,60,42.8,1,0
17,11196,599.937,2,75,24.6667,0.833333,0.49717
18,11794,600.022,1,80,24.2,0.8,0
19,11062,599.843,2,83,22.8,0.6,0.49717
20,11088,599.987,1,80,24.2,0.8,0
21,11238,599.896,1,72,37.2,1,0
22,10833,600.013,2,94,6.08333,0.833333,0.49717
23,11030,599.852,1,76,25.7,1,0
24,10730,599.932,2,94,6.08333,0.833333,0.49717
25,11288,599.918,1,72,25.8333,1,0
26,11240,599.886,1,63,41.4,1,0
27,10982,599.903,2,71,24.9286,0.857143,0.49717
28,11216,599.988,2,57,19.68,0.6,0.49717
29,10705,600.003,2,67,25.125,0.875,0.49717
,,,112,,,
