runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,10832,599.928,1,48,36.3333,1,0
1,11611,600,1,68,6,1,0
2,11487,599.94,1,68,6,1,0
3,11702,599.791,1,68,6,1,0
4,11506,599.991,1,68,6,1,0
5,11273,599.782,1,28,36.8,1,0
6,11760,599.987,1,68,6,1,0
7,11625,599.977,1,68,6,1,0
8,11717,599.978,1,48,36.3333,1,0
9,11570,599.987,1,68,6,1,0
10,11791,599.894,1,68,6,1,0
11,11268,599.942,1,68,6,1,0
12,11568,599.926,1,22,36.875,1,0
13,11849,600.008,1,68,6,1,0
14,11565,599.838,1,57,30,1,0
15,11570,599.948,1,57,30,1,0
16,11733,599.984,1,68,6,1,0
17,11599,599.95,2,70,3.5,0.5,0.488066
18,11944,599.837,1,68,6,1,0
19,11740,599.897,1,68,6,1,0
20,11659,599.908,1,68,6,1,0
21,11579,599.9,1,68,6,1,0
22,11444,599.966,2,70,3.5,0.5,0.488066
23,12026,599.98,1,57,30,1,0
24,11636,599.996,1,68,6,1,0
25,11688,599.91,1,68,6,1,0
26,11646,599.994,1,42,36.6,1,0
27,11543,599.874,1,42,36.6,1,0
28,11661,599.949,1,68,6,1,0
29,11722,599.926,1,68,6,1,0
,,,74,,,
