runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5825,599.94,2,250,0,0,0.326634
1,5805,599.923,2,250,0,0,0.326634
2,5866,599.855,2,250,0,0,0.326634
3,5804,599.976,2,250,0,0,0.326634
4,5825,599.918,2,250,0,0,0.326634
5,6041,599.86,1,234,10,1,0
6,6017,599.79,1,234,10,1,0
7,6093,599.958,1,234,10,1,0
8,5802,599.874,2,250,0,0,0.326634
9,6057,600.027,1,234,10,1,0
10,6107,599.813,1,234,10,1,0
11,5953,599.931,1,234,10,1,0
12,6043,599.89,1,234,10,1,0
13,6025,599.928,1,234,10,1,0
14,5835,599.869,2,250,0,0,0.326634
15,5844,599.825,2,250,0,0,0.326634
16,5796,599.742,2,250,0,0,0.326634
17,5693,599.972,2,250,0,0,0.326634
18,5811,599.915,2,250,0,0,0.326634
19,5781,599.806,2,250,0,0,0.326634
20,6063,599.977,1,234,10,1,0
21,5735,599.93,2,241,3.66667,0.333333,0.509891
22,5866,599.849,2,250,0,0,0.326634
23,5878,599.9,2,250,0,0,0.326634
24,5953,599.86,1,234,10,1,0
25,5805,599.99,2,240,5.66667,0.666667,0.488066
26,6203,599.835,1,234,10,1,0
27,5771,599.908,2,250,0,0,0.326634
28,5767,599.997,2,250,0,0,0.326634
29,5911,599.8,2,250,0,0,0.326634
,,,250,,,
