runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5559,599.943,2,357,13.5312,0.5,0.475082
1,5632,599.946,2,363,18.1875,0.5,0.475082
2,5577,600.041,3,347,20.1,0.6,0.427067
3,5830,599.885,1,364,16.5,1,0
4,5601,600.041,3,358,11.25,0.666667,0.427067
5,5486,599.999,3,346,18.5,0.5,0.427067
6,5548,599.928,2,363,13.25,0.8,0.475082
7,5566,600.033,3,372,10.1,0.6,0.427067
8,5685,599.968,2,376,9.9,0.6,0.475082
9,5491,599.998,4,356,14.92,0.4,0.469946
10,5461,599.9,2,363,18.1875,0.5,0.475082
11,5487,600.022,3,389,8.1875,0.5,0.449615
12,5585,599.981,1,242,46.75,1,0
13,5473,599.957,3,358,11.25,0.666667,0.427067
14,5559,600.021,3,358,11.25,0.666667,0.427067
15,5622,599.981,2,347,20.6,0.75,0.475082
16,5544,599.864,2,377,12.3125,0.75,0.49717
17,5851,600.03,1,350,16.6,1,0
18,5440,599.942,3,370,14.375,0.5,0.440615
19,5721,599.982,1,276,36.7143,1,0
20,5351,599.952,4,405,0.28,0.4,0.493342
21,5498,600.044,3,372,10.1,0.6,0.427067
22,5368,599.941,3,333,19.7143,0.571429,0.427067
23,5441,600.014,3,372,10.1,0.6,0.427067
24,5553,599.91,2,377,12.3125,0.75,0.49717
25,5520,599.96,3,346,18.5,0.5,0.427067
26,5438,600.027,3,346,18.5,0.5,0.427067
27,5363,599.982,3,359,16.8,0.4,0.425477
28,5372,599.913,4,410,0.1,0.2,0.446479
29,5451,600.003,4,355,13.8333,0.4,0.431037
,,,412,,,
