runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5559,600.035,2,215,29.5,1,inf
1,5502,600.002,2,266,1,1,inf
2,5749,599.881,1,250,333,333,0
3,5852,599.923,1,260,333,333,0
4,5747,599.897,1,260,333,333,0
5,5799,600.032,1,260,333,333,0
6,5856,599.87,1,260,333,333,0
7,5662,599.955,2,206,30.1,1,inf
8,5966,599.955,1,250,333,333,0
9,5738,599.872,1,260,333,333,0
10,5810,599.928,1,270,333,333,0
11,5830,599.869,1,250,333,333,0
12,5803,600,1,250,333,333,0
13,6002,599.945,1,250,333,333,0
14,5587,600.033,2,269,1,1,inf
15,5922,599.965,1,250,333,333,0
16,5785,599.85,1,250,333,333,0
17,5774,600.024,2,215,29.5,1,inf
18,5752,599.983,1,240,333,333,0
19,5824,599.988,1,240,333,333,0
20,5804,599.93,1,250,333,333,0
21,5581,599.949,2,269,1,1,inf
22,5861,600.062,1,270,333,333,0
23,5854,599.828,1,260,333,333,0
24,5891,600.001,1,250,333,333,0
25,5863,599.91,1,207,52,1,0
26,5898,600.092,1,250,333,333,0
27,5674,599.984,2,249,9,1,inf
28,5868,599.871,1,260,333,333,0
29,5837,599.848,1,250,333,333,0
,,,270,,,
