runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5117,599.894,3,32,11.1026,0.923077,-inf
1,5263,599.937,2,118,12.2,1,inf
2,5246,599.993,3,91,10.475,0.85,-inf
3,5179,599.876,2,97,11.1053,1,inf
4,5233,599.872,2,90,10.1429,1,inf
5,5303,599.782,4,50,10.3188,0.913043,-inf
6,5312,600.012,2,62,20.3913,1,inf
7,5245,599.929,2,122,8.42857,1,0.346129
8,5228,599.747,3,82,9.78261,0.826087,-inf
9,5189,599.909,3,58,10.7971,0.869565,-inf
10,5392,599.94,1,10,333,333,0
11,6352,671.591,1,100,333,333,0
12,5222,647.799,3,74,10.3043,0.826087,-inf
13,5215,599.963,4,90,9.47619,0.809524,-inf
14,5165,599.941,1,130,333,333,0
15,5335,600.026,1,70,333,333,0
16,5309,600.004,2,47,11.5,1,inf
17,5284,599.911,2,66,12.4,1,inf
18,5313,600.077,1,120,333,333,0
19,5414,599.95,3,85,11.6389,0.944444,-inf
20,5289,599.892,3,68,9.875,0.833333,-inf
21,5276,600.086,3,98,9.32,0.8,-inf
22,5128,599.839,3,130,11.2619,0.928571,-inf
23,5188,599.887,3,111,9.73684,0.842105,-inf
24,5207,599.871,3,66,9.94444,0.916667,-inf
25,5008,599.975,3,65,11.303,0.909091,-inf
26,5089,599.926,2,80,11.7368,1,inf
27,5170,599.981,1,180,333,333,0
28,5331,599.937,1,180,333,333,0
29,5196,599.998,1,90,333,333,0
,,,260,,,
