runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8315,599.982,1,80,333,333,0
1,8045,600.015,2,51,7.3,1,inf
2,7881,600.008,2,53,23.1,1,inf
3,7884,599.945,1,48,41,1,0
4,8116,599.904,1,80,333,333,0
5,8034,599.966,1,68,333,333,0
6,8286,599.962,1,54,41,1,0
7,8053,599.917,1,64,333,333,0
8,8105,600.016,1,0,41,1,0
9,8065,599.927,1,80,333,333,0
10,8130,599.953,1,68,333,333,0
11,8011,600.014,1,32,41,1,0
12,8628,599.933,1,76,333,333,0
13,7970,599.983,1,45,41,1,0
14,7894,599.949,1,64,333,333,0
15,7990,600.014,1,88,333,333,0
16,8085,599.964,1,76,333,333,0
17,7843,599.983,2,29,29.125,1,inf
18,8318,600.031,1,80,333,333,0
19,8325,599.977,1,48,41,1,0
20,8012,599.937,1,88,333,333,0
21,7972,599.947,1,68,333,333,0
22,8248,599.978,1,45,41,1,0
23,7973,599.988,1,64,333,333,0
24,8063,599.953,1,88,333,333,0
25,7973,600.035,1,60,333,333,0
26,8266,599.93,1,76,333,333,0
27,7642,600.006,1,48,41,1,0
28,8084,599.942,1,64,333,333,0
29,7582,599.969,1,36,41,1,0
,,,88,,,
