runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8094,599.969,1,132,333,333,0
1,8008,600.035,1,132,333,333,0
2,8151,599.986,1,132,333,333,0
3,8203,599.932,1,132,333,333,0
4,7992,600.005,2,131,5.5,1,0.346129
5,8003,599.991,1,90,47,1,0
6,7946,599.962,1,85,47,1,0
7,7808,599.978,1,105,47,1,0
8,7974,599.933,2,112,8.2,1,inf
9,7716,599.991,1,80,47,1,0
10,8175,599.977,1,132,333,333,0
11,8116,599.951,1,132,333,333,0
12,8029,600.01,1,114,333,333,0
13,8150,599.946,1,105,47,1,0
14,7746,599.981,2,106,8.5,1,inf
15,7728,599.925,1,96,333,333,0
16,8032,600.028,2,119,7.75,1,inf
17,7793,599.994,2,113,8.2,1,inf
18,7878,599.957,1,120,333,333,0
19,7970,599.855,1,132,333,333,0
20,7967,600.035,1,96,333,333,0
21,8157,599.952,2,131,5.5,1,0.346129
22,7905,599.952,1,65,47,1,0
23,8111,599.958,1,100,47,1,0
24,8078,599.992,1,84,333,333,0
25,8138,599.958,1,138,333,333,0
26,7920,599.997,1,84,333,333,0
27,8069,599.95,1,80,47,1,0
28,8011,600.008,2,118,6.4,1,0.346129
29,7893,599.997,1,95,47,1,0
,,,138,,,
