runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5929,599.499,0,0,333,333,333
1,5544,600.015,4,67,12.95,0.5,0.453024
2,5583,599.917,1,80,41,1,0
3,5533,600.02,1,24,10.8333,1,0
4,5258,600.002,2,29,32.6857,0.8,0.509891
5,5396,599.977,2,31,38.8214,0.75,0.509891
6,5561,599.893,1,72,10.5,1,0
7,5666,600.052,2,14,40.875,0.916667,0.509891
8,6056,599.991,2,12,36.3,0.833333,0.509891
9,5533,599.894,1,42,10.7778,1,0
10,5571,599.96,1,45,51.7143,1,0
11,5633,600.069,0,0,333,333,333
12,5374,599.889,1,84,10,1,0
13,5731,599.985,1,21,51.9259,1,0
14,5555,600.039,1,45,46.6667,1,0
15,5747,599.918,1,45,51.7143,1,0
16,5567,599.968,0,0,333,333,333
17,5385,600.044,2,21,23.0769,0.846154,0.509891
18,5591,599.901,0,0,333,333,333
19,5009,599.927,2,19,30.6538,0.923077,0.509891
20,5673,600.05,1,24,10.8333,1,0
21,5531,599.871,4,62,14.3333,0.5,0.478871
22,5383,599.965,1,75,46,1,0
23,5857,600.029,0,0,333,333,333
24,5739,599.969,0,0,333,333,333
25,5637,599.964,0,0,333,333,333
26,5540,599.919,0,0,333,333,333
27,5784,600.025,1,0,51.9333,1,0
28,5633,599.998,1,70,51,1,0
29,5531,599.955,1,30,10.8182,1,0
,,,94,,,
