runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5472,600.811,0,0,333,333,333
1,5444,600.012,1,200,333,333,0
2,5524,599.845,1,180,333,333,0
3,5521,599.972,1,200,333,333,0
4,5366,599.972,1,152,72,1,0
5,5459,599.891,0,0,333,333,333
6,5318,599.933,2,93,33.4,1,inf
7,6089,599.902,1,205,333,333,0
8,5675,600.001,1,195,333,333,0
9,5442,599.975,1,195,333,333,0
10,5531,599.957,1,205,333,333,0
11,5669,600.053,1,190,333,333,0
12,5487,599.951,1,190,333,333,0
13,5560,599.87,1,128,72,1,0
14,5387,600.028,2,193,5,1,0.346129
15,5698,599.86,1,205,333,333,0
16,5576,599.963,0,0,333,333,333
17,5842,599.967,1,200,333,333,0
18,5693,599.956,1,144,72,1,0
19,5449,599.999,1,180,333,333,0
20,5464,599.955,1,144,72,1,0
21,5556,599.955,2,193,6.33333,1,inf
22,5303,599.915,2,188,5.8,1,0.346129
23,5768,600.004,1,175,333,333,0
24,5804,599.935,1,195,333,333,0
25,5448,600.004,1,136,72,1,0
26,5722,599.959,1,205,333,333,0
27,5623,599.963,1,116,72,1,0
28,5706,599.958,1,205,333,333,0
29,5653,599.972,1,132,72,1,0
,,,205,,,
