runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,22748,600.025,1,55,22.0714,1,0
1,23101,599.996,0,0,333,333,333
2,22315,599.985,2,46,31.8929,0.857143,0.49717
3,23042,599.994,0,0,333,333,333
4,22299,600,2,66,27.875,0.5,0.49717
5,23410,600.003,0,0,333,333,333
6,23509,599.984,0,0,333,333,333
7,22105,600.012,3,67,8.25,0.75,0.481574
8,22213,599.985,3,85,6.6,0.6,0.481574
9,23140,599.996,0,0,333,333,333
10,23288,600.005,0,0,333,333,333
11,23372,599.987,0,0,333,333,333
12,23410,599.99,0,0,333,333,333
13,23574,600.006,0,0,333,333,333
14,23490,599.941,0,0,333,333,333
15,22082,600.009,4,77,6.35714,0.571429,0.529986
16,23240,599.978,0,0,333,333,333
17,22725,599.992,2,27,32.2963,0.888889,0.49717
18,22079,600,3,79,7.33333,0.666667,0.481574
19,23453,599.992,0,0,333,333,333
20,22346,599.986,3,73,7.85714,0.714286,0.481574
21,23104,599.999,0,0,333,333,333
22,22339,599.993,1,78,10.75,1,0
23,22410,600.004,3,67,8.25,0.75,0.481574
24,22283,599.986,3,79,7.33333,0.666667,0.481574
25,23551,600.01,0,0,333,333,333
26,23119,599.955,0,0,333,333,333
27,23593,600.023,0,0,333,333,333
28,23755,599.977,0,0,333,333,333
29,23213,599.988,0,0,333,333,333
,,,103,,,
