runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3953,599.999,0,0,333,333,333
1,3867,599.728,0,0,333,333,333
2,3877,599.995,0,0,333,333,333
3,3928,599.746,0,0,333,333,333
4,4089,599.992,0,0,333,333,333
5,3930,600.037,0,0,333,333,333
6,4050,599.822,0,0,333,333,333
7,4077,599.968,0,0,333,333,333
8,3869,600.005,0,0,333,333,333
9,3990,599.879,0,0,333,333,333
10,3998,599.859,0,0,333,333,333
11,4022,599.665,0,0,333,333,333
12,4231,600.036,0,0,333,333,333
13,3947,599.847,0,0,333,333,333
14,3890,599.826,0,0,333,333,333
15,3917,599.97,0,0,333,333,333
16,3940,599.787,0,0,333,333,333
17,4133,600.058,0,0,333,333,333
18,4069,599.643,0,0,333,333,333
19,3850,599.998,0,0,333,333,333
20,3829,599.927,1,39,49.5,1,0
21,3775,599.694,0,0,333,333,333
22,4019,599.982,0,0,333,333,333
23,3833,599.781,1,44,7.75,1,0
24,3526,600.026,0,0,333,333,333
25,3906,599.802,0,0,333,333,333
26,4069,599.65,0,0,333,333,333
27,3998,600.018,0,0,333,333,333
28,4111,599.864,0,0,333,333,333
29,3878,599.89,0,0,333,333,333
,,,59,,,
