runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3688,599.931,2,269,45.1,0.8,0.49717
1,3663,599.965,3,194,29.9351,0.818182,0.481574
2,3939,600.005,0,0,333,333,333
3,3966,600.075,0,0,333,333,333
4,4009,599.86,0,0,333,333,333
5,3947,600.055,0,0,333,333,333
6,3977,600.038,0,0,333,333,333
7,3999,599.994,1,252,47.2143,1,0
8,3702,599.827,0,0,333,333,333
9,3987,600.068,0,0,333,333,333
10,4021,599.87,0,0,333,333,333
11,3781,599.958,2,293,36.5,0.5,0.488066
12,3791,599.967,1,276,46.8333,1,0
13,3884,599.99,0,0,333,333,333
14,3926,599.991,1,176,83.7333,1,0
15,3787,600.014,1,138,83.6667,1,0
16,3913,599.916,0,0,333,333,333
17,3777,599.963,0,0,333,333,333
18,3956,600.004,0,0,333,333,333
19,3788,599.919,1,270,47,1,0
20,3522,600.052,0,0,333,333,333
21,3866,599.904,0,0,333,333,333
22,3959,600.063,0,0,333,333,333
23,3871,599.946,0,0,333,333,333
24,3989,600.006,1,0,83.9796,1,0
25,3734,599.859,2,281,43.5,0.666667,0.49717
26,3912,600.067,0,0,333,333,333
27,3691,599.973,0,0,333,333,333
28,3655,599.928,0,0,333,333,333
29,3953,599.984,0,0,333,333,333
,,,339,,,
