runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5263,600.042,1,99,27.2778,1,0
1,5327,599.795,4,25,17.4954,0.851852,0.478871
2,5297,599.791,2,111,23.9524,0.952381,0.509891
3,5302,599.904,3,116,17.9127,0.888889,0.599401
4,5224,599.837,3,99,23.6232,0.913043,0.5994
5,5265,599.851,2,148,22.3333,0.933333,0.509891
6,5313,599.931,3,127,13.3704,0.888889,0.5994
7,5353,599.975,1,143,27.2619,1,0
8,5315,599.936,4,87,13,0.863636,0.472411
9,5431,599.955,2,153,14,0.933333,0.509891
10,5226,599.781,3,51,14.7147,0.807692,0.599401
11,8584,694.882,2,75,36.7083,0.958333,0.509891
12,7319,726.646,2,115,25.0702,0.947368,0.509891
13,5340,599.964,3,89,20.6354,0.791667,0.5994
14,5308,599.924,3,146,23.3519,0.833333,0.599401
15,5320,600.013,4,115,10.587,0.75,0.472411
16,5200,599.979,3,184,9.02353,0.647059,0.599401
17,5289,599.992,2,95,14.2167,0.95,0.509891
18,5281,600.03,2,42,13.84,0.96,0.509891
19,5387,599.968,3,85,17.1242,0.782609,0.599401
20,5440,599.929,1,20,39.6267,1,0
21,5365,599.954,1,150,39.5833,1,0
22,5452,600.038,1,132,14.9375,1,0
23,5360,599.913,3,92,12.9603,0.904762,0.5994
24,5479,599.946,1,36,14.9583,1,0
25,5496,599.989,2,86,21.731,0.947368,0.509891
26,5239,599.971,2,55,36.9359,0.961538,0.509891
27,5439,599.989,4,57,18.8333,0.84,0.54796
28,5396,599.849,2,84,24.7971,0.826087,0.509891
29,5454,600.014,3,93,20.3143,0.857143,0.599401
,,,321,,,
