runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5254,599.834,4,101,15.698,0.685714,0.431037
1,5216,599.928,2,185,12.6032,0.904762,0.475082
2,5397,599.961,1,165,13.9048,1,0
3,5308,599.647,3,128,26.5643,0.821429,0.427067
4,5256,599.961,2,97,23.963,0.962963,0.475082
5,5315,599.916,2,196,13.193,0.947368,0.475082
6,5187,599.918,1,120,55.9048,1,0
7,5290,600.007,2,81,39.6429,0.892857,0.475082
8,5258,599.825,1,209,13.8824,1,0
9,5342,599.833,2,114,25.2667,0.8,0.475082
10,5280,599.714,2,219,10.0952,0.714286,0.475082
11,8471,693.723,3,207,9.38194,0.666667,0.427067
12,7074,746.121,4,99,26.5,0.888889,0.446543
13,5201,599.907,3,123,22.9231,0.884615,0.478842
14,5291,600.039,2,137,23.8696,0.956522,0.475082
15,5248,599.866,3,136,10.303,0.733333,0.427067
16,5138,600.049,1,187,13.8947,1,0
17,5282,599.898,1,198,13.8889,1,0
18,5381,600.008,3,211,11.25,0.8,0.478842
19,5305,600.009,2,75,22.4219,0.90625,0.475082
20,5220,599.923,2,152,12.7778,0.916667,0.475082
21,5206,599.947,3,103,23.5463,0.722222,0.427067
22,5252,599.924,2,125,20.4167,0.958333,0.475082
23,5134,600.002,3,182,11.5195,0.818182,0.427067
24,5250,599.94,2,164,11.75,0.875,0.475082
25,5216,600.051,2,131,13.3733,0.96,0.475082
26,5124,599.899,4,158,16.2905,0.857143,0.446543
27,5351,600.053,2,76,25.5051,0.964286,0.475082
28,5285,599.987,2,142,24.2529,0.724138,0.475082
29,5336,599.899,2,145,19.2609,0.869565,0.475082
,,,390,,,
