runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5717,599.995,0,0,333,333,333
1,5350,599.786,0,0,333,333,333
2,5385,600.027,0,0,333,333,333
3,5451,599.691,0,0,333,333,333
4,5447,599.986,0,0,333,333,333
5,5538,599.915,0,0,333,333,333
6,5533,600.008,0,0,333,333,333
7,5544,599.831,0,0,333,333,333
8,5348,599.926,0,0,333,333,333
9,5386,599.908,0,0,333,333,333
10,5647,599.741,0,0,333,333,333
11,6244,892.972,0,0,333,333,333
12,5659,600.043,0,0,333,333,333
13,5433,599.979,0,0,333,333,333
14,5357,599.941,0,0,333,333,333
15,5405,599.977,0,0,333,333,333
16,5386,600.02,0,0,333,333,333
17,5315,599.941,0,0,333,333,333
18,5320,599.994,0,0,333,333,333
19,5476,599.954,0,0,333,333,333
20,5434,599.952,0,0,333,333,333
21,5580,599.925,0,0,333,333,333
22,5551,599.974,0,0,333,333,333
23,5468,599.95,0,0,333,333,333
24,5453,599.893,0,0,333,333,333
25,5535,599.999,0,0,333,333,333
26,5340,600.04,0,0,333,333,333
27,5258,599.97,0,0,333,333,333
28,5685,599.956,0,0,333,333,333
29,5868,599.919,0,0,333,333,333
,,,24,,,
