runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5328,599.808,0,0,333,333,333
1,5299,600.065,0,0,333,333,333
2,5432,599.828,0,0,333,333,333
3,5472,599.994,0,0,333,333,333
4,5307,599.914,0,0,333,333,333
5,5363,599.86,0,0,333,333,333
6,5523,599.964,0,0,333,333,333
7,5320,599.825,0,0,333,333,333
8,5266,599.974,0,0,333,333,333
9,5275,599.825,0,0,333,333,333
10,5491,599.929,0,0,333,333,333
11,7099,872.546,0,0,333,333,333
12,5591,599.976,0,0,333,333,333
13,5502,599.898,0,0,333,333,333
14,5357,599.984,0,0,333,333,333
15,5387,600.047,0,0,333,333,333
16,5356,600.015,0,0,333,333,333
17,5227,599.976,0,0,333,333,333
18,5318,599.961,0,0,333,333,333
19,5335,599.939,0,0,333,333,333
20,5002,600.046,0,0,333,333,333
21,5154,599.854,0,0,333,333,333
22,5274,600.025,0,0,333,333,333
23,5289,599.984,0,0,333,333,333
24,5226,599.935,0,0,333,333,333
25,5370,599.991,0,0,333,333,333
26,5279,599.918,0,0,333,333,333
27,5383,600.061,0,0,333,333,333
28,5315,599.996,0,0,333,333,333
29,5425,599.904,0,0,333,333,333
,,,60,,,
