runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,4740,599.765,1,36,28.125,1,0,0,0
1,4653,599.892,1,40,27.75,1,0,0,0
2,4731,599.774,1,38,28,1,0,0,0
3,4713,599.82,1,34,28.2,1,0,0,0
4,4665,599.87,1,51,6.7,1,0,0,0
5,4706,599.922,1,38,28,1,0,0,0
6,4770,599.741,1,36,28.125,1,0,0,0
7,4787,599.998,1,51,6.7,1,0,0,0
8,4718,599.871,1,36,28.125,1,0,0,0
9,4768,599.987,1,32,28.25,1,0,0,0
10,4679,599.918,1,28,28.3125,1,0,0,0
11,4691,599.846,1,30,28.2857,1,0,0,0
12,4805,599.93,1,36,28.125,1,0,0,0
13,4555,599.837,1,32,28.25,1,0,0,0
14,4993,600.025,1,45,6.78571,1,0,0,0
15,4683,599.997,2,41,24.75,0.5,0.49717,0,0
16,4754,599.743,1,42,24.5,0.5,0,0,0
17,4738,599.985,1,38,28,1,0,0,0
18,4451,600.043,2,17,34.2667,0.8,0.49717,0,0
19,4621,599.768,1,24,28.35,1,0,0,0
20,4844,599.818,1,32,28.25,1,0,0,0
21,4726,599.905,1,40,27.75,1,0,0,0
22,4494,599.829,2,17,27.2,0.866667,0.49717,0,0
23,4673,599.928,1,30,28.2857,1,0,0,0
24,4565,599.926,1,57,6.5,1,0,0,0
25,4680,599.842,1,28,28.3125,1,0,0,0
26,4746,599.873,1,38,28,1,0,0,0
27,4621,599.853,0,0,333,333,333,0,0
28,4617,599.991,1,20,28.375,1,0,0,0
29,4708,599.816,1,48,6.75,1,0,0,0
0,4614,599.951,1,56,10.8182,1,0,0,1
1,4909,599.91,0,0,333,333,333,0,1
2,4688,599.992,2,30,36.5,0.916667,0.49717,0,1
3,4621,599.878,2,118,6.83333,0.666667,0.509891,0,1
4,4663,599.962,1,105,10.5,1,0,0,1
5,4736,599.845,0,0,333,333,333,0,1
6,4762,599.794,2,95,30,0.75,0.49717,0,1
7,4810,599.805,0,0,333,333,333,0,1
8,4712,599.724,0,0,333,333,333,0,1
9,4380,599.952,2,10,31.8421,0.894737,0.49717,0,1
10,4619,599.782,0,0,333,333,333,0,1
11,4556,599.756,1,84,32.6,1,0,0,1
12,4566,599.9,1,10,54.8824,1,0,0,1
13,4678,599.988,0,0,333,333,333,0,1
14,4767,599.797,0,0,333,333,333,0,1
15,4493,600.031,0,0,333,333,333,0,1
16,4534,599.821,0,0,333,333,333,0,1
17,4591,599.892,1,12,54.9167,1,0,0,1
18,4714,599.781,0,0,333,333,333,0,1
19,4631,599.918,1,24,54.8974,1,0,0,1
20,4776,599.723,0,0,333,333,333,0,1
21,4684,599.985,0,0,333,333,333,0,1
22,4612,599.945,1,105,10.5,1,0,0,1
23,4601,599.748,1,65,54.6667,1,0,0,1
24,4562,599.968,0,0,333,333,333,0,1
25,4726,599.978,0,0,333,333,333,0,1
26,4776,599.911,1,84,32.6,1,0,0,1
27,4623,599.868,1,5,54.9524,1,0,0,1
28,4669,599.898,0,0,333,333,333,0,1
29,4621,599.95,0,0,333,333,333,0,1
0,4552,599.958,1,70,51.8333,1,0,0,10
1,4860,599.715,1,18,51.9762,1,0,0,10
2,4668,600.03,3,93,6.83333,0.666667,0.5994,0,10
3,4684,599.875,1,90,51.5,1,0,0,10
4,4703,599.947,1,36,51.9583,1,0,0,10
5,4812,599.968,1,52,51.9286,1,0,0,10
6,4782,599.976,2,64,29.8125,0.875,0.509891,0,10
7,4580,599.753,1,55,51.8889,1,0,0,10
8,4713,599.708,1,75,51.8,1,0,0,10
9,4694,599.945,2,31,37.2821,0.923077,0.509891,0,10
10,4710,599.937,1,70,51.8333,1,0,0,10
11,4758,599.994,1,75,51.8,1,0,0,10
12,4779,599.888,1,70,51.8333,1,0,0,10
13,4826,599.875,1,60,51.875,1,0,0,10
14,4601,599.902,1,55,51.8889,1,0,0,10
15,4637,599.734,1,75,51.8,1,0,0,10
