runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,5485,600.095,0,0,333,333,333,0,0
1,5562,599.838,0,0,333,333,333,0,0
2,5625,599.914,0,0,333,333,333,0,0
3,5614,599.943,0,0,333,333,333,0,0
4,5494,599.967,0,0,333,333,333,0,0
5,5669,599.981,0,0,333,333,333,0,0
6,5624,599.979,0,0,333,333,333,0,0
7,5502,599.902,0,0,333,333,333,0,0
8,5495,599.909,0,0,333,333,333,0,0
9,5614,599.955,0,0,333,333,333,0,0
10,5444,600.023,0,0,333,333,333,0,0
11,16092,975.488,0,0,333,333,333,0,0
12,5562,602.699,0,0,333,333,333,0,0
13,5505,599.974,0,0,333,333,333,0,0
14,5590,599.959,0,0,333,333,333,0,0
15,5418,599.948,0,0,333,333,333,0,0
16,5510,599.966,0,0,333,333,333,0,0
17,5388,600.033,0,0,333,333,333,0,0
18,5504,599.779,0,0,333,333,333,0,0
19,5515,600.001,0,0,333,333,333,0,0
20,5360,600.006,0,0,333,333,333,0,0
21,5663,599.908,0,0,333,333,333,0,0
22,5554,600.004,0,0,333,333,333,0,0
23,5409,599.851,1,6,47.9659,1,0,0,0
24,5362,599.95,1,0,35.2917,1,0,0,0
25,5349,599.991,0,0,333,333,333,0,0
26,5616,599.954,1,9,47.9643,1,0,0,0
27,5603,599.955,1,6,47.9659,1,0,0,0
28,5701,600.044,0,0,333,333,333,0,0
29,5401,599.91,0,0,333,333,333,0,0
0,5436,600.02,0,0,333,333,333,0,1
1,5497,599.764,0,0,333,333,333,0,1
2,5467,599.892,0,0,333,333,333,0,1
3,5353,600.007,0,0,333,333,333,0,1
4,5516,599.696,0,0,333,333,333,0,1
5,5378,599.782,0,0,333,333,333,0,1
6,5433,599.799,1,0,56.984,1,0,0,1
7,5564,599.838,0,0,333,333,333,0,1
8,5397,599.979,0,0,333,333,333,0,1
9,5707,599.83,0,0,333,333,333,0,1
10,5696,600.054,0,0,333,333,333,0,1
11,21734,915.268,0,0,333,333,333,0,1
12,5558,627.188,0,0,333,333,333,0,1
13,5451,600.076,0,0,333,333,333,0,1
14,5443,599.942,0,0,333,333,333,0,1
15,5431,599.97,0,0,333,333,333,0,1
16,5503,599.985,0,0,333,333,333,0,1
17,5396,599.951,0,0,333,333,333,0,1
18,5476,600.014,1,0,56.9928,1,0,0,1
19,5570,599.914,0,0,333,333,333,0,1
20,5495,600.059,0,0,333,333,333,0,1
21,5493,599.893,0,0,333,333,333,0,1
22,5610,600.065,0,0,333,333,333,0,1
23,5296,599.893,0,0,333,333,333,0,1
24,5652,599.983,0,0,333,333,333,0,1
25,5510,600.045,1,27,56.9697,1,0,0,1
26,5608,599.934,0,0,333,333,333,0,1
27,5544,599.964,0,0,333,333,333,0,1
28,5403,599.967,1,50,56.95,1,0,0,1
29,5649,599.975,0,0,333,333,333,0,1
0,5360,600.016,0,0,333,333,333,0,10
1,5297,599.814,0,0,333,333,333,0,10
2,5329,600.001,0,0,333,333,333,0,10
3,5357,599.715,0,0,333,333,333,0,10
4,5413,600.01,0,0,333,333,333,0,10
5,5449,599.89,0,0,333,333,333,0,10
6,5278,599.928,0,0,333,333,333,0,10
7,5277,599.947,0,0,333,333,333,0,10
8,5484,599.97,0,0,333,333,333,0,10
9,5373,599.98,0,0,333,333,333,0,10
10,5447,599.944,1,0,27.4519,1,0,0,10
11,6418,975.318,0,0,333,333,333,0,10
12,5365,599.998,0,0,333,333,333,0,10
13,5379,599.961,0,0,333,333,333,0,10
14,5414,599.942,0,0,333,333,333,0,10
15,5349,599.957,0,0,333,333,333,0,10
16,5328,599.957,0,0,333,333,333,0,10
17,5423,600.059,0,0,333,333,333,0,10
18,5280,599.888,0,0,333,333,333,0,10
19,5442,600.052,0,0,333,333,333,0,10
20,5410,599.937,0,0,333,333,333,0,10
21,5377,600.017,0,0,333,333,333,0,10
22,5419,599.925,0,0,333,333,333,0,10
23,5376,599.951,0,0,333,333,333,0,10
24,5362,600.043,0,0,333,333,333,0,10
25,5320,599.911,0,0,333,333,333,0,10
26,5304,600.015,0,0,333,333,333,0,10
27,5303,599.926,0,0,333,333,333,0,10
28,5456,599.95,0,0,333,333,333,0,10
29,5475,600.034,0,0,333,333,333,0,10
0,5539,599.789,0,0,333,333,333,0,11
1,5544,599.884,0,0,333,333,333,0,11
2,5589,599.988,0,0,333,333,333,0,11
3,5462,599.991,0,0,333,333,333,0,11
4,5493,599.7,0,0,333,333,333,0,11
5,5714,600.043,0,0,333,333,333,0,11
6,5677,599.914,0,0,333,333,333,0,11
7,5514,599.931,2,4,31.1333,0.966667,0.49717,0,11
8,5519,599.842,0,0,333,333,333,0,11
9,5505,599.949,0,0,333,333,333,0,11
10,5391,599.886,0,0,333,333,333,0,11
11,9374,930.67,0,0,333,333,333,0,11
12,5430,599.913,0,0,333,333,333,0,11
13,5535,600.027,0,0,333,333,333,0,11
14,5697,599.917,0,0,333,333,333,0,11
15,5547,600.016,0,0,333,333,333,0,11
16,5774,599.976,0,0,333,333,333,0,11
17,5215,599.993,0,0,333,333,333,0,11
18,5504,600.041,0,0,333,333,333,0,11
19,5475,599.901,0,0,333,333,333,0,11
20,5492,599.881,0,0,333,333,333,0,11
21,5623,599.925,0,0,333,333,333,0,11
22,5580,599.972,0,0,333,333,333,0,11
23,5291,600.06,3,110,8.36111,0.833333,0.481574,0,11
24,5473,599.937,1,36,31.4167,1,0,0,11
25,5379,599.959,1,30,42.1667,1,0,0,11
26,5466,599.986,1,42,31.413,1,0,0,11
27,5428,600.002,0,0,333,333,333,0,11
28,5624,599.97,0,0,333,333,333,0,11
29,5492,600.014,0,0,333,333,333,0,11
0,5461,599.963,0,0,333,333,333,0,12
1,5444,599.976,0,0,333,333,333,0,12
2,5402,599.972,0,0,333,333,333,0,12
3,5225,599.904,0,0,333,333,333,0,12
4,5347,599.926,1,0,6.94737,1,0,0,12
5,5446,600.002,0,0,333,333,333,0,12
6,5466,599.947,1,0,42.9649,1,0,0,12
7,5433,599.87,0,0,333,333,333,0,12
8,5389,599.854,0,0,333,333,333,0,12
9,5675,599.881,0,0,333,333,333,0,12
10,5699,599.886,0,0,333,333,333,0,12
11,10136,930.065,0,0,333,333,333,0,12
12,5465,600.01,0,0,333,333,333,0,12
13,5361,599.865,0,0,333,333,333,0,12
14,5422,599.988,0,0,333,333,333,0,12
15,5473,599.958,0,0,333,333,333,0,12
16,5469,600.016,0,0,333,333,333,0,12
17,5019,600.005,0,0,333,333,333,0,12
18,5304,599.921,0,0,333,333,333,0,12
19,5421,600.03,0,0,333,333,333,0,12
20,5404,599.993,0,0,333,333,333,0,12
21,5227,600.016,0,0,333,333,333,0,12
