runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,5681,599.608,1,38,28,1,0,0,0
1,5636,599.904,1,38,28,1,0,0,0
2,5764,599.844,1,40,27.75,1,0,0,0
3,5666,599.825,1,36,28.125,1,0,0,0
4,5567,599.929,1,32,28.25,1,0,0,0
5,5718,599.921,1,32,28.25,1,0,0,0
6,5679,599.83,1,28,28.3125,1,0,0,0
7,5692,599.829,1,34,28.2,1,0,0,0
8,5638,599.937,1,57,6.5,1,0,0,0
9,5698,599.86,1,54,6.625,1,0,0,0
10,5581,599.789,1,38,28,1,0,0,0
11,5899,599.963,1,38,28,1,0,0,0
12,5703,599.842,1,42,24.5,0.5,0,0,0
13,6104,600.016,1,40,27.75,1,0,0,0
14,5504,599.83,1,28,28.3125,1,0,0,0
15,5645,599.894,1,38,28,1,0,0,0
16,5724,599.905,1,57,6.5,1,0,0,0
17,5753,599.958,1,40,27.75,1,0,0,0
18,5703,599.904,1,15,49.7857,1,0,0,0
19,5484,599.837,1,33,6.86364,1,0,0,0
20,5712,599.787,1,34,28.2,1,0,0,0
21,5697,599.924,1,38,28,1,0,0,0
22,5670,599.941,1,54,6.625,1,0,0,0
23,5711,599.826,1,40,27.75,1,0,0,0
24,5833,599.815,1,36,28.125,1,0,0,0
25,5505,599.769,1,40,27.75,1,0,0,0
26,5636,599.94,2,43,21.5,0.5,0.488066,0,0
27,5449,599.903,1,26,28.3333,1,0,0,0
28,5544,599.807,1,54,6.625,1,0,0,0
29,5691,599.877,1,42,24.5,0.5,0,0,0
0,5498,599.441,2,58,31.625,0.875,0.49717,0,1
1,5508,599.696,1,90,32.5,1,0,0,1
2,5533,599.933,1,96,32.3333,1,0,0,1
3,5529,599.883,1,96,32.3333,1,0,0,1
4,5476,599.917,2,64,38.7143,0.857143,0.49717,0,1
5,5326,599.897,0,0,333,333,333,0,1
6,5057,599.85,1,96,32.3333,1,0,0,1
7,5687,599.765,1,0,54.9643,1,0,0,1
8,5242,599.85,1,54,32.8,1,0,0,1
9,5472,599.773,1,96,32.3333,1,0,0,1
10,5401,600.015,2,89,30.6,0.8,0.49717,0,1
11,5191,599.851,0,0,333,333,333,0,1
12,5337,599.823,1,60,32.7778,1,0,0,1
13,5579,599.766,1,78,32.6667,1,0,0,1
14,5400,599.921,1,72,32.7143,1,0,0,1
15,5530,599.822,1,108,25.3333,0.5,0,0,1
16,5517,599.853,1,102,28.8333,0.666667,0,0,1
17,5207,599.831,2,113,22,0.5,0.488066,0,1
18,5405,599.797,1,66,32.75,1,0,0,1
19,5506,599.948,0,0,333,333,333,0,1
20,5289,599.789,1,48,54.6667,1,0,0,1
21,5421,599.796,1,70,54.6,1,0,0,1
22,5478,599.961,2,38,36.32,0.9,0.49717,0,1
23,5548,599.923,1,75,54.5,1,0,0,1
24,5324,599.798,0,0,333,333,333,0,1
25,5307,599.985,0,0,333,333,333,0,1
26,5704,599.825,0,0,333,333,333,0,1
27,5275,599.99,2,67,26.8,0.833333,0.49717,0,1
28,5451,599.94,0,0,333,333,333,0,1
29,5416,599.795,1,33,54.875,1,0,0,1
0,5706,599.686,1,85,51.6667,1,0,0,10
1,5692,599.947,1,55,51.8889,1,0,0,10
2,5728,599.793,1,75,51.8,1,0,0,10
3,5646,599.965,1,114,9,1,0,0,10
4,5652,599.678,1,48,51.9375,1,0,0,10
5,5586,599.842,1,65,51.8571,1,0,0,10
6,5530,599.984,1,78,9.85714,1,0,0,10
7,6045,599.816,1,75,51.8,1,0,0,10
