runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,8075,599.914,1,161,9,1,0,0,0
1,7770,600.035,1,114,22.4667,1,0,0,0
2,8163,599.834,1,161,9,1,0,0,0
3,7946,599.939,1,108,22.5,1,0,0,0
4,8124,599.832,2,165,0,0,0.326634,0,0
5,8092,599.926,1,105,35,1,0,0,0
6,7973,599.923,2,136,17.6667,0.5,0.509891,0,0
7,8055,599.901,2,130,19.3333,0.666667,0.509891,0,0
8,8070,599.886,1,66,47.625,1,0,0,0
9,7723,600.025,2,136,17.6667,0.5,0.509891,0,0
10,8366,599.942,2,165,0,0,0.326634,0,0
11,7991,599.979,1,105,35,1,0,0,0
12,7939,599.819,2,124,20.1667,0.75,0.509891,0,0
13,8028,599.821,1,95,35.1333,1,0,0,0
14,8010,599.978,2,151,6.66667,0.666667,0.509891,0,0
15,8162,599.853,1,161,9,1,0,0,0
16,8343,599.848,1,147,9.66667,1,0,0,0
17,7992,599.918,2,136,17.6667,0.5,0.509891,0,0
18,8068,599.973,1,126,22.3333,1,0,0,0
19,8182,599.935,1,161,9,1,0,0,0
20,8024,599.804,2,136,17.6667,0.5,0.509891,0,0
21,8066,599.896,2,151,6.66667,0.666667,0.509891,0,0
22,8051,599.844,1,147,9.66667,1,0,0,0
23,7891,599.968,1,110,34.8333,1,0,0,0
24,7842,599.739,1,80,35.2083,1,0,0,0
25,8158,599.839,1,102,22.5238,1,0,0,0
26,8114,599.966,1,126,22.3333,1,0,0,0
27,8304,599.923,1,147,9.66667,1,0,0,0
28,8317,599.966,1,147,9.66667,1,0,0,0
29,7948,599.971,2,136,17.6667,0.5,0.509891,0,0
0,8262,600.004,1,264,35,1,0,0,1
1,8135,599.927,1,264,35,1,0,0,1
2,8178,599.901,1,264,35,1,0,0,1
3,8162,599.785,1,253,35.5,1,0,0,1
4,7827,599.899,1,200,56.8,1,0,0,1
5,8242,599.872,1,288,14,1,0,0,1
6,8031,599.937,1,240,56,1,0,0,1
7,8046,600.03,1,198,56.7778,1,0,0,1
8,7962,599.873,2,263,28.5,0.5,0.509891,0,1
9,7648,600.026,2,236,21.8889,0.833333,0.509891,0,1
10,8011,599.81,2,262,26.3333,0.666667,0.509891,0,1
11,8200,600.016,1,264,35,1,0,0,1
12,8079,599.902,1,264,35,1,0,0,1
13,8160,599.944,1,253,35.5,1,0,0,1
14,8069,599.924,1,240,56,1,0,0,1
15,8049,599.885,1,240,56,1,0,0,1
16,8361,600.034,1,230,56.5,1,0,0,1
17,8151,599.712,1,288,14,1,0,0,1
18,8057,599.96,1,264,35,1,0,0,1
19,8053,600.004,1,264,35,1,0,0,1
20,7965,599.932,1,230,56.5,1,0,0,1
21,8058,599.941,1,230,56.5,1,0,0,1
22,7871,599.941,1,253,35.5,1,0,0,1
23,7857,599.967,1,200,56.8,1,0,0,1
24,8330,599.889,2,286,7.5,0.5,0.509891,0,1
25,7777,599.88,2,208,33.8571,0.857143,0.509891,0,1
26,8028,599.951,2,209,40.0667,0.8,0.509891,0,1
27,8261,599.916,1,264,35,1,0,0,1
28,8131,599.925,1,253,35.5,1,0,0,1
29,7740,599.627,1,231,35.75,1,0,0,1
0,7815,599.906,1,48,26.875,1,0,0,10
1,7934,599.896,1,92,6.58333,1,0,0,10
2,7527,599.919,2,66,15.4375,0.75,0.49717,0,10
3,7961,599.243,1,92,6.58333,1,0,0,10
4,7906,599.877,1,44,27.1875,1,0,0,10
5,8051,599.77,1,92,6.58333,1,0,0,10
6,7938,599.967,1,92,6.58333,1,0,0,10
7,7959,599.96,1,92,6.58333,1,0,0,10
8,8022,599.859,1,92,6.58333,1,0,0,10
9,7778,599.948,2,92,4.58333,0.666667,0.49717,0,10
10,8059,600,1,72,16.625,1,0,0,10
11,7905,599.967,1,63,17,1,0,0,10
12,7834,599.717,1,92,6.58333,1,0,0,10
13,7959,599.923,1,46,27.0833,1,0,0,10
14,8123,599.952,1,92,6.58333,1,0,0,10
15,7862,599.981,2,96,3.375,0.5,0.509891,0,10
16,7805,599.942,1,92,6.58333,1,0,0,10
17,7937,599.725,1,92,6.58333,1,0,0,10
18,8058,599.829,1,92,6.58333,1,0,0,10
19,8299,599.99,1,92,6.58333,1,0,0,10
20,7742,599.759,2,96,2.25,0.333333,0.49717,0,10
21,7964,599.904,1,92,6.58333,1,0,0,10
22,7725,599.948,2,96,3.375,0.5,0.509891,0,10
23,7740,599.707,1,63,17,1,0,0,10
24,7836,599.927,1,92,6.58333,1,0,0,10
25,7875,599.982,2,70,14.75,0.666667,0.49717,0,10
26,7800,599.873,1,92,6.58333,1,0,0,10
27,8103,600.009,1,88,6.6875,1,0,0,10
28,7842,599.663,1,42,27.25,1,0,0,10
29,7751,599.822,1,42,27.25,1,0,0,10
0,8221,599.387,2,222,6.16667,0.666667,0.509891,0,11
1,8356,599.806,2,228,3,0.333333,0.488066,0,11
2,8113,599.488,2,222,6.16667,0.666667,0.509891,0,11
3,8082,601.003,2,222,6.16667,0.666667,0.509891,0,11
4,8260,599.698,1,144,31.1667,1,0,0,11
5,8195,599.685,2,228,3,0.333333,0.488066,0,11
6,8385,599.826,2,222,6.16667,0.666667,0.509891,0,11
7,8165,600.006,2,178,21.5,0.5,0.488066,0,11
8,8087,599.84,1,150,31.1,1,0,0,11
9,8286,599.981,1,135,41.5833,1,0,0,11
10,8023,599.984,1,150,31.1,1,0,0,11
11,7666,599.961,1,126,31.2778,1,0,0,11
12,7690,599.643,2,142,29.9286,0.857143,0.49717,0,11
13,8174,599.656,1,135,41.5833,1,0,0,11
14,8222,599.939,2,222,6.16667,0.666667,0.509891,0,11
15,8305,599.967,1,156,31,1,0,0,11
16,8070,599.732,1,174,24.5,0.5,0,0,11
17,8095,599.996,2,222,6.16667,0.666667,0.509891,0,11
18,8190,599.787,2,222,6.16667,0.666667,0.509891,0,11
19,7970,599.91,2,119,40.6786,0.857143,0.49717,0,11
20,7944,599.891,2,222,6.16667,0.666667,0.509891,0,11
21,7862,599.998,1,108,52.3333,1,0,0,11
22,7862,599.829,2,222,6.16667,0.666667,0.509891,0,11
23,8180,599.744,2,222,6.16667,0.666667,0.509891,0,11
24,8062,599.863,1,168,27.6667,0.666667,0,0,11
25,8241,599.755,2,222,6.16667,0.666667,0.509891,0,11
26,8122,599.741,1,162,30.8333,1,0,0,11
27,8240,599.954,2,222,6.16667,0.666667,0.509891,0,11
28,8105,599.756,3,232,0,0,0.270001,0,11
