runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,5912,599.948,1,161,9,1,0,0,0
1,5703,599.98,1,138,21.6667,1,0,0,0
2,5683,599.995,1,147,9.66667,1,0,0,0
3,5681,599.903,1,161,9,1,0,0,0
4,5727,599.948,1,161,9,1,0,0,0
5,5652,599.97,1,132,22.1667,1,0,0,0
6,5677,599.775,2,151,6.66667,0.666667,0.509891,0,0
7,5757,600.023,1,147,9.66667,1,0,0,0
8,5816,599.883,1,147,9.66667,1,0,0,0
9,5704,599.915,2,165,0,0,0.326634,0,0
10,5550,599.898,2,109,32,0.666667,0.509891,0,0
11,5702,599.954,1,161,9,1,0,0,0
12,5585,599.86,2,165,0,0,0.326634,0,0
13,5683,599.882,2,151,6.66667,0.666667,0.509891,0,0
14,5796,600.001,1,147,9.66667,1,0,0,0
15,5814,599.795,1,147,9.66667,1,0,0,0
16,5818,600.009,1,138,21.6667,1,0,0,0
17,5634,599.83,1,132,22.1667,1,0,0,0
18,5424,599.829,2,136,17.6667,0.5,0.509891,0,0
19,5699,599.921,1,105,35,1,0,0,0
20,5857,599.992,1,120,22.4167,1,0,0,0
21,5762,599.889,1,161,9,1,0,0,0
22,5624,599.921,2,151,6.66667,0.666667,0.509891,0,0
23,5896,599.914,1,147,9.66667,1,0,0,0
24,5674,599.838,1,161,9,1,0,0,0
25,5625,599.874,2,153,6.44444,0.666667,0.509891,0,0
26,5717,599.897,1,126,22.3333,1,0,0,0
27,5681,600.042,1,100,35.0833,1,0,0,0
28,5444,599.702,2,165,0,0,0.326634,0,0
29,5768,599.92,1,161,9,1,0,0,0
0,5524,599.949,1,264,35,1,0,0,1
1,5628,600.062,1,288,14,1,0,0,1
2,5024,599.578,1,253,35.5,1,0,0,1
3,5496,599.944,1,264,35,1,0,0,1
4,5508,599.653,1,253,35.5,1,0,0,1
5,5466,599.843,1,216,56.3333,1,0,0,1
6,5494,599.914,1,264,35,1,0,0,1
7,5474,599.947,1,253,35.5,1,0,0,1
8,5588,599.722,2,298,0,0,0.326634,0,1
9,5424,599.718,1,253,35.5,1,0,0,1
10,5993,599.596,1,264,35,1,0,0,1
11,5861,600.051,1,264,35,1,0,0,1
12,5509,599.626,1,230,56.5,1,0,0,1
13,5561,599.523,1,264,35,1,0,0,1
14,5472,600.063,1,230,56.5,1,0,0,1
15,5867,599.608,1,264,35,1,0,0,1
16,5645,599.723,1,264,35,1,0,0,1
17,5510,599.699,1,264,35,1,0,0,1
18,5345,599.818,1,230,56.5,1,0,0,1
19,5424,599.638,2,251,24.1111,0.666667,0.509891,0,1
20,5681,599.981,1,264,35,1,0,0,1
21,5649,599.755,1,276,14.5,1,0,0,1
22,5481,599.761,1,230,56.5,1,0,0,1
23,5643,599.946,1,253,35.5,1,0,0,1
24,5518,599.807,1,230,56.5,1,0,0,1
25,5517,599.549,1,253,35.5,1,0,0,1
26,5500,599.717,1,264,35,1,0,0,1
27,5575,599.756,1,288,14,1,0,0,1
28,5393,600.05,2,228,31.1667,0.666667,0.509891,0,1
29,5810,599.727,1,264,35,1,0,0,1
0,5351,600.004,1,92,6.58333,1,0,0,10
1,5410,599.738,2,96,2.25,0.333333,0.49717,0,10
2,5500,599.892,2,90,5.0625,0.75,0.49717,0,10
3,5404,599.783,1,92,6.58333,1,0,0,10
4,5522,599.987,1,96,6.375,1,0,0,10
5,5732,599.933,1,92,6.58333,1,0,0,10
6,5437,599.899,3,95,2.33333,0.333333,0.466242,0,10
7,5467,600.041,1,92,6.58333,1,0,0,10
8,5473,599.735,1,92,6.58333,1,0,0,10
9,5380,599.804,2,96,3.375,0.5,0.509891,0,10
10,5368,599.909,1,92,6.58333,1,0,0,10
11,5543,599.843,1,92,6.58333,1,0,0,10
12,5427,599.95,1,92,6.58333,1,0,0,10
13,5348,599.818,1,88,6.6875,1,0,0,10
14,5869,599.842,1,92,6.58333,1,0,0,10
15,5699,599.747,1,92,6.58333,1,0,0,10
16,5191,599.855,3,99,0,0,0.270001,0,10
17,5226,600.051,2,96,3.375,0.5,0.509891,0,10
18,5339,599.878,3,99,0,0,0.270001,0,10
19,5438,599.895,1,92,6.58333,1,0,0,10
20,5351,600.021,1,92,6.58333,1,0,0,10
21,5460,599.79,1,92,6.58333,1,0,0,10
22,5568,599.798,1,92,6.58333,1,0,0,10
23,5361,599.798,3,99,0,0,0.270001,0,10
24,5435,600.041,1,88,6.6875,1,0,0,10
25,5462,599.798,1,92,6.58333,1,0,0,10
26,5519,599.992,1,92,6.58333,1,0,0,10
27,5473,599.892,1,92,6.58333,1,0,0,10
28,5393,599.934,1,92,6.58333,1,0,0,10
29,5547,599.849,1,88,6.6875,1,0,0,10
0,5510,599.831,3,226,3.16667,0.333333,0.461709,0,11
1,5659,599.703,2,222,6.16667,0.666667,0.509891,0,11
2,5738,599.614,3,226,3.16667,0.333333,0.461709,0,11
3,5465,599.898,3,227,3.08333,0.333333,0.45126,0,11
4,5591,599.684,2,222,6.16667,0.666667,0.509891,0,11
5,5643,600.04,2,222,6.16667,0.666667,0.509891,0,11
6,5499,599.743,3,226,3.16667,0.333333,0.461709,0,11
7,5760,599.793,2,222,6.16667,0.666667,0.509891,0,11
8,5612,599.808,2,222,6.16667,0.666667,0.509891,0,11
9,5743,599.908,2,222,6.16667,0.666667,0.509891,0,11
10,5758,599.807,2,222,6.16667,0.666667,0.509891,0,11
11,5628,599.903,2,222,6.16667,0.666667,0.509891,0,11
12,5691,599.98,2,222,6.16667,0.666667,0.509891,0,11
13,5503,599.847,2,222,6.16667,0.666667,0.509891,0,11
14,5525,599.713,3,222,3.41667,0.5,0.461422,0,11
15,5830,600.02,2,222,6.16667,0.666667,0.509891,0,11
16,5601,599.835,2,222,6.16667,0.666667,0.509891,0,11
17,5960,599.794,2,222,6.16667,0.666667,0.509891,0,11
18,5357,599.785,3,226,3.16667,0.333333,0.461709,0,11
19,5317,599.879,3,199,13.9167,0.333333,0.45071,0,11
20,5651,599.784,2,222,6.16667,0.666667,0.509891,0,11
21,5575,599.766,3,226,3.16667,0.333333,0.461709,0,11
22,5653,599.747,2,222,6.16667,0.666667,0.509891,0,11
23,5727,599.942,2,222,6.16667,0.666667,0.509891,0,11
24,5792,600.005,2,222,6.16667,0.666667,0.509891,0,11
25,6001,599.778,1,168,27.6667,0.666667,0,0,11
26,5489,599.73,3,226,3.16667,0.333333,0.461709,0,11
27,5528,599.747,3,226,3.16667,0.333333,0.461709,0,11
28,5648,600.05,3,226,3.16667,0.333333,0.461709,0,11
29,5639,599.813,2,222,6.16667,0.666667,0.509891,0,11
0,5561,599.937,2,48,21.2,0.8,0.509891,0,12
1,5695,599.994,1,72,6,1,0,0,12
2,5549,599.982,1,51,24.5,1,0,0,12
3,5648,599.795,1,72,6,1,0,0,12
4,5678,599.815,1,72,6,1,0,0,12
5,5598,599.983,1,72,6,1,0,0,12
6,5825,600.005,1,72,6,1,0,0,12
7,5491,599.844,1,48,24.6667,1,0,0,12
8,5731,599.881,1,72,6,1,0,0,12
9,5705,599.91,1,72,6,1,0,0,12
10,5630,600.034,2,74,0,0,0.326634,0,12
11,5476,599.961,2,53,21.5,0.5,0.509891,0,12
12,5709,599.781,1,72,6,1,0,0,12
13,5742,600.024,1,72,6,1,0,0,12
14,5475,599.898,2,30,23.375,0.75,0.509891,0,12
15,5587,599.753,2,74,0,0,0.326634,0,12
16,5748,599.936,1,72,6,1,0,0,12
17,5845,599.956,1,72,6,1,0,0,12
18,5940,599.876,1,72,6,1,0,0,12
19,5416,599.989,1,36,24.8571,1,0,0,12
20,5542,599.866,1,72,6,1,0,0,12
21,5641,600.028,2,74,0,0,0.326634,0,12
22,5741,599.951,1,72,6,1,0,0,12
23,5831,599.872,1,72,6,1,0,0,12
24,5613,599.929,1,72,6,1,0,0,12
25,5565,600.035,1,72,6,1,0,0,12
26,5744,599.975,1,72,6,1,0,0,12
27,5523,599.872,2,74,0,0,0.326634,0,12
28,5725,599.879,1,72,6,1,0,0,12
29,5572,599.932,2,74,0,0,0.326634,0,12
0,5757,600.007,1,182,333,333,0,0,13
1,5673,599.696,1,208,333,333,0,0,13
2,5845,599.953,1,182,333,333,0,0,13
3,5795,599.958,1,182,333,333,0,0,13
4,5589,599.923,1,208,333,333,0,0,13
5,5646,599.943,1,182,333,333,0,0,13
6,5836,599.95,1,208,333,333,0,0,13
7,5674,600.06,1,208,333,333,0,0,13
8,5635,599.764,1,208,333,333,0,0,13
9,5753,599.828,1,182,333,333,0,0,13
10,5643,599.964,2,206,1,1,inf,0,13
11,5815,599.892,1,182,333,333,0,0,13
12,5785,599.755,1,208,333,333,0,0,13
13,6038,600.005,1,182,333,333,0,0,13
14,5875,599.991,2,181,21.5,1,0.346129,0,13
15,5691,599.814,1,182,333,333,0,0,13
16,5648,599.799,2,180,21.5,1,0.346129,0,13
17,5659,599.94,1,175,52,1,0,0,13
18,5726,599.719,1,208,333,333,0,0,13
19,5762,599.694,1,182,333,333,0,0,13
20,5847,599.931,1,182,333,333,0,0,13
21,5828,599.892,1,200,333,333,0,0,13
22,5862,599.755,1,182,333,333,0,0,13
23,5702,599.752,1,175,52,1,0,0,13
24,5655,599.91,1,182,333,333,0,0,13
25,5899,599.812,1,182,333,333,0,0,13
