runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,7878,600.026,1,12,40,1,0,0,0
1,7931,599.747,1,28,333,333,0,0,0
2,7990,599.762,0,0,333,333,333,0,0
3,8047,599.96,1,24,40,1,0,0,0
4,8183,599.76,1,18,40,1,0,0,0
5,7801,599.791,1,5,40,1,0,0,0
6,7919,599.939,1,28,333,333,0,0,0
7,8213,599.867,1,20,333,333,0,0,0
8,7839,599.937,1,40,333,333,0,0,0
9,8115,599.948,2,34,4.5,1,0.346129,0,0
10,7661,599.894,2,23,6.83333,1,inf,0,0
11,7973,599.948,2,34,4.5,1,0.346129,0,0
12,8255,599.966,2,34,4.5,1,0.346129,0,0
13,8014,599.89,2,34,4.5,1,0.346129,0,0
14,8092,600.015,1,44,333,333,0,0,0
15,8013,599.976,1,24,333,333,0,0,0
16,8074,599.904,1,40,333,333,0,0,0
17,8043,599.885,1,24,333,333,0,0,0
18,7784,600.033,1,21,40,1,0,0,0
19,8197,599.934,1,40,333,333,0,0,0
20,7753,599.882,1,36,333,333,0,0,0
21,8034,599.979,1,16,40,1,0,0,0
22,8126,599.898,0,0,333,333,333,0,0
23,7820,600.035,1,40,333,333,0,0,0
24,7993,599.821,2,34,4.5,1,0.346129,0,0
25,7892,599.997,1,24,40,1,0,0,0
26,8665,599.838,0,0,333,333,333,0,0
27,7979,599.918,2,27,6.6,1,inf,0,0
28,8081,599.904,1,40,333,333,0,0,0
29,7472,599.994,2,0,7.36364,1,inf,0,0
0,7856,600.001,1,32,7,1,0,0,1
1,8166,599.921,1,12,39.8,1,0,0,1
2,8164,599.941,1,28,7.5,1,0,0,1
3,8229,599.903,1,14,39.75,1,0,0,1
4,8002,600.022,1,28,7.5,1,0,0,1
5,8038,599.968,1,18,39.6667,1,0,0,1
6,7887,599.92,1,5,39.9167,1,0,0,1
7,7853,600.024,1,20,7.75,1,0,0,1
8,7907,599.913,1,6,39.9167,1,0,0,1
9,8091,599.989,1,28,7.5,1,0,0,1
10,7961,599.968,1,28,7.5,1,0,0,1
11,7698,599.957,1,10,39.875,1,0,0,1
12,8051,599.985,1,10,39.875,1,0,0,1
13,8012,599.979,1,28,7.5,1,0,0,1
14,8009,599.934,1,12,39.8,1,0,0,1
15,8012,600.027,1,15,39.75,1,0,0,1
16,8104,599.894,1,24,7.66667,1,0,0,1
17,8253,599.961,1,24,7.66667,1,0,0,1
18,8015,599.931,1,28,7.5,1,0,0,1
19,7661,599.953,1,3,39.875,1,0,0,1
20,7963,599.934,1,28,7.5,1,0,0,1
21,8064,599.972,1,15,39.75,1,0,0,1
22,7615,599.956,0,0,333,333,333,0,1
23,7700,599.938,1,32,7,1,0,0,1
24,7748,599.867,1,0,39.8889,1,0,0,1
25,8172,599.937,1,3,39.9444,1,0,0,1
26,7914,600.035,1,20,7.75,1,0,0,1
