runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,3674,599.973,0,0,333,333,333,0,0
1,3639,599.93,0,0,333,333,333,0,0
2,3658,600.08,0,0,333,333,333,0,0
3,3663,599.815,0,0,333,333,333,0,0
4,3663,599.9,0,0,333,333,333,0,0
5,3666,599.931,0,0,333,333,333,0,0
6,3668,599.864,0,0,333,333,333,0,0
7,3728,599.937,0,0,333,333,333,0,0
8,3671,599.943,0,0,333,333,333,0,0
9,3673,599.791,0,0,333,333,333,0,0
10,3635,599.894,0,0,333,333,333,0,0
11,3660,600.009,0,0,333,333,333,0,0
12,3634,600.025,0,0,333,333,333,0,0
13,3709,600.008,0,0,333,333,333,0,0
14,3648,599.847,0,0,333,333,333,0,0
15,3676,599.745,0,0,333,333,333,0,0
16,3642,599.97,0,0,333,333,333,0,0
17,3640,599.935,0,0,333,333,333,0,0
18,3682,599.863,0,0,333,333,333,0,0
19,3680,599.946,0,0,333,333,333,0,0
20,3705,599.925,0,0,333,333,333,0,0
21,3679,599.869,0,0,333,333,333,0,0
22,3663,599.874,0,0,333,333,333,0,0
23,3674,599.957,0,0,333,333,333,0,0
24,3684,600,0,0,333,333,333,0,0
25,3637,600.023,0,0,333,333,333,0,0
26,3665,599.82,0,0,333,333,333,0,0
27,3640,600.009,0,0,333,333,333,0,0
28,3666,599.764,0,0,333,333,333,0,0
29,3683,599.909,0,0,333,333,333,0,0
0,3724,599.845,0,0,333,333,333,0,1
1,4388,599.831,0,0,333,333,333,0,1
2,3660,599.998,0,0,333,333,333,0,1
3,3703,599.676,0,0,333,333,333,0,1
4,3696,599.822,0,0,333,333,333,0,1
5,3663,600.084,0,0,333,333,333,0,1
6,3624,599.631,0,0,333,333,333,0,1
7,3658,599.896,0,0,333,333,333,0,1
8,3623,599.907,0,0,333,333,333,0,1
9,3687,599.838,0,0,333,333,333,0,1
10,3702,599.877,0,0,333,333,333,0,1
11,3652,599.958,0,0,333,333,333,0,1
12,3637,599.83,0,0,333,333,333,0,1
13,3644,599.767,0,0,333,333,333,0,1
14,3645,599.618,0,0,333,333,333,0,1
15,3643,599.89,0,0,333,333,333,0,1
16,3681,599.94,0,0,333,333,333,0,1
17,3683,599.612,0,0,333,333,333,0,1
18,3712,600.033,0,0,333,333,333,0,1
19,3672,599.916,0,0,333,333,333,0,1
20,3669,599.637,0,0,333,333,333,0,1
21,3679,599.886,0,0,333,333,333,0,1
22,3672,599.958,0,0,333,333,333,0,1
23,3681,599.87,0,0,333,333,333,0,1
24,3701,600.01,0,0,333,333,333,0,1
25,3691,599.661,0,0,333,333,333,0,1
26,3653,599.859,0,0,333,333,333,0,1
27,3679,600.037,0,0,333,333,333,0,1
28,3667,599.86,0,0,333,333,333,0,1
29,3746,599.762,0,0,333,333,333,0,1
0,3635,600.078,0,0,333,333,333,0,10
1,3619,599.691,0,0,333,333,333,0,10
2,3638,600.023,0,0,333,333,333,0,10
3,3612,599.911,0,0,333,333,333,0,10
4,3620,599.932,0,0,333,333,333,0,10
5,3622,599.707,0,0,333,333,333,0,10
6,3519,599.996,0,0,333,333,333,0,10
7,3610,599.921,0,0,333,333,333,0,10
8,3588,599.887,0,0,333,333,333,0,10
9,3595,599.77,0,0,333,333,333,0,10
10,3622,600.005,0,0,333,333,333,0,10
11,3635,599.875,0,0,333,333,333,0,10
12,3587,599.946,0,0,333,333,333,0,10
13,3616,599.787,0,0,333,333,333,0,10
14,3614,599.94,0,0,333,333,333,0,10
15,3582,599.81,0,0,333,333,333,0,10
