runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,8639,599.981,2,321,0,0,0.326634,0,0
1,8967,600.008,1,264,25.6667,1,0,0,0
2,8741,599.877,1,312,14,1,0,0,0
3,8488,600.018,1,250,36.5,1,0,0,0
4,8713,599.942,1,275,25.5,1,0,0,0
5,8518,599.949,1,312,14,1,0,0,0
6,8298,599.933,2,321,0,0,0.326634,0,0
7,8517,599.971,1,260,36,1,0,0,0
8,8482,600.033,2,321,0,0,0.326634,0,0
9,8601,599.937,1,275,25.5,1,0,0,0
10,8361,600.023,2,321,0,0,0.326634,0,0
11,8377,599.903,2,321,0,0,0.326634,0,0
12,8649,599.966,2,321,0,0,0.326634,0,0
13,8764,599.985,1,300,14.5,1,0,0,0
14,8584,599.948,1,275,25.5,1,0,0,0
15,8323,599.934,1,264,25.6667,1,0,0,0
16,8720,599.982,2,321,0,0,0.326634,0,0
17,8722,599.942,2,321,0,0,0.326634,0,0
18,8360,599.953,2,321,0,0,0.326634,0,0
19,8587,599.943,1,312,14,1,0,0,0
20,8554,599.941,2,321,0,0,0.326634,0,0
21,8582,599.978,1,312,14,1,0,0,0
22,8232,599.978,2,321,0,0,0.326634,0,0
23,8483,599.985,2,321,0,0,0.326634,0,0
24,8665,599.944,1,312,14,1,0,0,0
25,8491,599.96,1,312,14,1,0,0,0
26,8930,600.005,1,312,14,1,0,0,0
27,8394,599.964,1,275,25.5,1,0,0,0
28,8695,599.88,1,312,14,1,0,0,0
29,8573,599.97,2,321,0,0,0.326634,0,0
0,9102,599.969,2,386,0,0,0.326634,0,1
1,9130,600.691,2,386,0,0,0.326634,0,1
2,8849,599.472,2,347,16,0.5,0.509891,0,1
3,9021,599.675,1,377,14,1,0,0,1
4,8800,599.761,2,386,0,0,0.326634,0,1
5,8261,599.643,3,356,9,0.5,0.349763,0,1
6,9153,599.936,1,348,22.75,1,0,0,1
7,8876,600.007,3,356,9,0.5,0.349763,0,1
8,9000,599.84,2,386,0,0,0.326634,0,1
9,8698,599.95,2,386,0,0,0.326634,0,1
10,8865,599.781,2,386,0,0,0.326634,0,1
11,9119,599.949,2,386,0,0,0.326634,0,1
12,8956,600.004,2,386,0,0,0.326634,0,1
13,9089,599.855,1,348,22.75,1,0,0,1
14,8891,599.771,2,386,0,0,0.326634,0,1
15,9070,599.815,2,386,0,0,0.326634,0,1
16,9013,599.849,2,386,0,0,0.326634,0,1
17,8910,599.708,2,386,0,0,0.326634,0,1
18,8763,599.869,2,386,0,0,0.326634,0,1
19,8653,599.969,2,386,0,0,0.326634,0,1
