runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,5557,599.96,2,350,10,0.666667,0.488066,0,0
1,5858,599.993,1,338,15,1,0,0,0
2,5965,599.789,1,312,55,1,0,0,0
3,5921,600.043,1,338,15,1,0,0,0
4,5629,599.868,2,336,11.875,0.75,0.509891,0,0
5,5861,599.891,1,338,15,1,0,0,0
6,5373,599.934,4,371,0.333333,0.333333,0.0868518,0,0
7,5636,599.871,2,349,10.5,0.666667,0.488066,0,0
8,5579,599.797,2,350,10,0.666667,0.488066,0,0
9,5982,599.926,1,338,15,1,0,0,0
10,5897,599.876,1,325,15.25,1,0,0,0
11,5714,599.985,2,350,10,0.666667,0.488066,0,0
12,5947,599.85,1,336,45,1,0,0,0
13,5594,599.873,2,323,30.5,0.666667,0.509891,0,0
14,5805,599.939,1,338,15,1,0,0,0
15,5658,599.956,2,349,10.5,0.666667,0.488066,0,0
16,5894,599.864,1,338,15,1,0,0,0
17,5793,599.901,1,338,15,1,0,0,0
18,5672,599.92,1,231,55.8125,1,0,0,0
19,5829,599.968,1,338,15,1,0,0,0
20,5670,599.946,2,310,29.7,0.6,0.509891,0,0
21,5882,599.879,1,300,55.25,1,0,0,0
22,6031,599.795,1,338,15,1,0,0,0
23,5792,599.952,1,338,15,1,0,0,0
24,5678,599.812,2,350,10,0.666667,0.488066,0,0
25,5838,599.915,1,338,15,1,0,0,0
26,5851,599.948,1,338,15,1,0,0,0
27,5649,599.858,2,349,10.5,0.666667,0.488066,0,0
28,5894,600.032,1,338,15,1,0,0,0
29,5831,599.861,2,350,10,0.666667,0.488066,0,0
0,6107,599.948,1,312,333,333,0,0,1
1,5868,599.904,1,312,333,333,0,0,1
2,5909,599.935,1,286,52,1,0,0,1
3,5919,599.98,1,312,333,333,0,0,1
4,5784,599.874,1,324,333,333,0,0,1
5,5916,599.902,1,324,333,333,0,0,1
6,5950,599.857,1,300,333,333,0,0,1
7,5922,599.831,1,324,333,333,0,0,1
8,5861,599.933,1,312,333,333,0,0,1
9,5936,599.901,1,312,333,333,0,0,1
10,6126,599.977,1,324,333,333,0,0,1
11,5927,599.872,1,312,333,333,0,0,1
12,5899,599.915,1,312,333,333,0,0,1
13,5947,599.991,1,312,333,333,0,0,1
14,5884,599.915,1,312,333,333,0,0,1
15,5870,599.837,1,300,333,333,0,0,1
16,5815,599.86,1,300,333,333,0,0,1
17,5776,599.974,1,312,333,333,0,0,1
18,5831,599.781,1,312,333,333,0,0,1
19,6024,599.943,1,324,333,333,0,0,1
20,5943,600.026,1,312,333,333,0,0,1
21,5812,599.907,1,300,333,333,0,0,1
22,6056,599.971,1,324,333,333,0,0,1
23,5867,599.851,1,324,333,333,0,0,1
24,5932,599.833,1,324,333,333,0,0,1
25,6130,599.993,1,312,333,333,0,0,1
26,5971,599.817,1,312,333,333,0,0,1
