runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,13410,599.278,2,321,0,0,0.326634,0,0
1,12898,599.95,1,312,14,1,0,0,0
2,12731,600.013,2,321,0,0,0.326634,0,0
3,13149,599.986,2,321,0,0,0.326634,0,0
4,12755,599.969,2,321,0,0,0.326634,0,0
5,13599,599.963,2,321,0,0,0.326634,0,0
6,13067,599.92,1,275,25.5,1,0,0,0
7,12960,600.027,2,321,0,0,0.326634,0,0
8,13381,599.905,1,275,25.5,1,0,0,0
9,13808,599.949,1,312,14,1,0,0,0
10,13328,599.962,1,312,14,1,0,0,0
11,14083,599.952,1,312,14,1,0,0,0
12,14352,599.997,1,312,14,1,0,0,0
13,11825,599.998,1,312,14,1,0,0,0
14,13274,599.974,1,312,14,1,0,0,0
15,13452,599.882,1,312,14,1,0,0,0
16,13342,599.668,1,312,14,1,0,0,0
17,12511,599.977,2,321,0,0,0.326634,0,0
18,12845,599.341,1,312,14,1,0,0,0
19,13018,599.935,1,312,14,1,0,0,0
20,13223,599.985,1,312,14,1,0,0,0
21,12750,599.944,2,321,0,0,0.326634,0,0
22,13067,600,1,312,14,1,0,0,0
23,13622,599.955,1,312,14,1,0,0,0
24,12681,600.016,1,312,14,1,0,0,0
25,13211,599.972,1,275,25.5,1,0,0,0
26,13246,599.961,1,312,14,1,0,0,0
27,13032,599.96,1,312,14,1,0,0,0
28,13037,599.962,1,312,14,1,0,0,0
29,13718,599.881,1,312,14,1,0,0,0
0,13789,600.005,2,386,0,0,0.326634,0,1
1,13375,599.941,2,386,0,0,0.326634,0,1
2,13680,599.996,2,386,0,0,0.326634,0,1
3,13016,599.988,2,386,0,0,0.326634,0,1
4,13445,599.868,2,386,0,0,0.326634,0,1
5,13303,599.979,2,386,0,0,0.326634,0,1
6,13210,599.95,2,386,0,0,0.326634,0,1
7,13421,599.925,2,386,0,0,0.326634,0,1
8,13665,599.871,2,386,0,0,0.326634,0,1
9,13216,600.007,2,386,0,0,0.326634,0,1
10,13414,599.687,2,386,0,0,0.326634,0,1
11,14290,599.881,2,386,0,0,0.326634,0,1
12,13632,599.943,2,386,0,0,0.326634,0,1
13,12152,599.925,2,386,0,0,0.326634,0,1
14,13607,599.93,2,386,0,0,0.326634,0,1
15,13451,599.972,2,386,0,0,0.326634,0,1
16,13109,599.36,2,386,0,0,0.326634,0,1
17,13856,599.942,2,386,0,0,0.326634,0,1
18,13365,600.03,2,386,0,0,0.326634,0,1
19,13248,599.824,2,386,0,0,0.326634,0,1
20,13224,599.964,2,386,0,0,0.326634,0,1
21,13842,599.926,1,348,22.75,1,0,0,1
22,13843,599.982,2,386,0,0,0.326634,0,1
23,13164,599.9,2,386,0,0,0.326634,0,1
24,13656,599.993,2,386,0,0,0.326634,0,1
25,13506,599.903,2,386,0,0,0.326634,0,1
26,13581,599.956,2,386,0,0,0.326634,0,1
27,13572,599.967,2,386,0,0,0.326634,0,1
28,13450,599.881,2,386,0,0,0.326634,0,1
29,13930,599.939,2,386,0,0,0.326634,0,1
0,13687,599.429,2,415,0,0,0.326634,0,10
1,14183,599.943,2,415,0,0,0.326634,0,10
2,14274,599.992,2,415,0,0,0.326634,0,10
3,13808,599.957,2,415,0,0,0.326634,0,10
4,13667,599.97,2,415,0,0,0.326634,0,10
5,13965,599.954,2,415,0,0,0.326634,0,10
6,14026,599.975,2,415,0,0,0.326634,0,10
7,13809,599.793,2,415,0,0,0.326634,0,10
8,13791,599.889,2,415,0,0,0.326634,0,10
9,13888,599.785,2,415,0,0,0.326634,0,10
10,13822,599.766,2,415,0,0,0.326634,0,10
11,14726,599.914,2,415,0,0,0.326634,0,10
12,13371,599.686,2,415,0,0,0.326634,0,10
13,13142,600.776,2,415,0,0,0.326634,0,10
14,13889,599.597,2,415,0,0,0.326634,0,10
15,13307,599.695,2,415,0,0,0.326634,0,10
16,14000,599.461,2,415,0,0,0.326634,0,10
17,13754,599.73,2,415,0,0,0.326634,0,10
18,13987,599.477,2,415,0,0,0.326634,0,10
19,13792,599.771,2,415,0,0,0.326634,0,10
20,13727,599.65,2,415,0,0,0.326634,0,10
21,13756,599.926,2,415,0,0,0.326634,0,10
22,13603,599.888,2,415,0,0,0.326634,0,10
23,13899,599.975,2,415,0,0,0.326634,0,10
24,14137,599.708,2,415,0,0,0.326634,0,10
25,14040,599.702,2,415,0,0,0.326634,0,10
26,14063,599.921,2,415,0,0,0.326634,0,10
27,13743,599.894,2,415,0,0,0.326634,0,10
28,13745,599.806,2,415,0,0,0.326634,0,10
29,13469,600.002,2,415,0,0,0.326634,0,10
