runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,3581,599.843,0,0,333,333,333,0,0
1,3614,599.842,0,0,333,333,333,0,0
2,3547,599.976,0,0,333,333,333,0,0
3,3571,599.882,0,0,333,333,333,0,0
4,3583,599.821,0,0,333,333,333,0,0
5,3548,600.099,0,0,333,333,333,0,0
6,3601,599.876,0,0,333,333,333,0,0
7,3585,599.829,0,0,333,333,333,0,0
8,3605,599.952,0,0,333,333,333,0,0
9,3565,599.98,0,0,333,333,333,0,0
10,3587,599.907,0,0,333,333,333,0,0
11,3614,599.943,0,0,333,333,333,0,0
12,3553,599.939,0,0,333,333,333,0,0
13,3576,599.952,0,0,333,333,333,0,0
14,3611,599.831,0,0,333,333,333,0,0
15,3575,600.006,0,0,333,333,333,0,0
16,3600,599.804,0,0,333,333,333,0,0
17,3575,599.93,0,0,333,333,333,0,0
18,3576,599.975,0,0,333,333,333,0,0
19,3630,599.812,0,0,333,333,333,0,0
20,3600,599.737,0,0,333,333,333,0,0
21,3631,599.97,0,0,333,333,333,0,0
22,3608,599.843,0,0,333,333,333,0,0
23,3602,599.956,0,0,333,333,333,0,0
24,3614,599.851,0,0,333,333,333,0,0
25,3594,599.969,0,0,333,333,333,0,0
26,3591,599.908,0,0,333,333,333,0,0
27,3583,600.046,0,0,333,333,333,0,0
28,3616,599.857,0,0,333,333,333,0,0
29,3647,599.975,0,0,333,333,333,0,0
0,3632,600.005,0,0,333,333,333,0,1
1,3631,600.054,0,0,333,333,333,0,1
2,3644,599.776,0,0,333,333,333,0,1
3,3632,599.999,0,0,333,333,333,0,1
4,3650,599.835,0,0,333,333,333,0,1
5,3619,599.954,0,0,333,333,333,0,1
6,3592,599.814,0,0,333,333,333,0,1
7,3645,599.848,0,0,333,333,333,0,1
8,3665,599.991,0,0,333,333,333,0,1
9,3669,599.856,0,0,333,333,333,0,1
10,3675,599.985,0,0,333,333,333,0,1
11,3659,599.987,0,0,333,333,333,0,1
12,3666,599.87,0,0,333,333,333,0,1
13,3591,599.822,0,0,333,333,333,0,1
14,3676,599.774,0,0,333,333,333,0,1
15,3654,599.934,0,0,333,333,333,0,1
16,3658,599.866,0,0,333,333,333,0,1
17,3640,599.937,0,0,333,333,333,0,1
