runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,8650,599.701,1,325,15.25,1,0,0,0
1,8317,599.293,1,336,45,1,0,0,0
2,8093,599.797,1,264,55.7,1,0,0,0
3,8268,599.98,1,338,15,1,0,0,0
4,8517,599.74,1,338,15,1,0,0,0
5,8453,599.783,1,312,55,1,0,0,0
6,8132,599.973,2,299,32.7,0.8,0.509891,0,0
7,8524,599.834,1,338,15,1,0,0,0
8,8210,599.832,1,312,55,1,0,0,0
9,8268,599.97,1,312,55,1,0,0,0
10,8292,600.002,1,336,45,1,0,0,0
11,8410,599.906,1,312,55,1,0,0,0
12,8348,599.994,1,288,55.4,1,0,0,0
13,8350,599.949,1,338,15,1,0,0,0
14,8228,599.935,2,348,10.6667,0.666667,0.488066,0,0
15,8319,599.987,1,240,55.8,1,0,0,0
16,8176,599.831,2,349,10.5,0.666667,0.488066,0,0
17,8345,599.804,1,312,55,1,0,0,0
18,8467,599.933,2,350,10,0.666667,0.488066,0,0
19,8202,599.999,1,297,50.5,1,0,0,0
20,8255,599.784,2,362,5,0.333333,0.488066,0,0
21,8134,600.011,1,312,55,1,0,0,0
22,8101,599.872,1,324,50,1,0,0,0
23,8100,599.881,1,312,55,1,0,0,0
24,8194,599.896,2,323,30.5,0.666667,0.509891,0,0
25,8445,599.654,1,324,50,1,0,0,0
26,8374,599.959,1,297,50.5,1,0,0,0
27,8447,599.84,1,338,15,1,0,0,0
28,8065,599.937,3,345,13.6667,0.333333,0.428269,0,0
29,8477,599.982,1,312,55,1,0,0,0
0,8648,599.797,1,324,333,333,0,0,1
1,8349,602.456,1,300,333,333,0,0,1
2,8442,599.933,1,312,333,333,0,0,1
3,8534,600.412,1,312,333,333,0,0,1
4,8532,599.76,1,312,333,333,0,0,1
5,8469,599.957,1,312,333,333,0,0,1
6,8268,599.875,1,275,52,1,0,0,1
7,8457,599.907,1,264,52,1,0,0,1
8,8143,599.779,1,286,52,1,0,0,1
9,8555,599.985,1,286,52,1,0,0,1
10,8295,599.948,1,312,333,333,0,0,1
