runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,5850,599.919,0,0,333,333,333,0,0
1,5896,599.952,0,0,333,333,333,0,0
2,5674,599.999,1,28,333,333,0,0,0
3,5638,600.038,1,28,333,333,0,0,0
4,5844,599.946,0,0,333,333,333,0,0
5,5753,599.765,1,6,40,1,0,0,0
6,5680,599.91,1,18,40,1,0,0,0
7,5557,599.928,1,28,333,333,0,0,0
8,5547,599.935,1,28,333,333,0,0,0
9,5827,599.984,1,40,333,333,0,0,0
10,5696,599.987,0,0,333,333,333,0,0
11,5557,599.763,1,40,333,333,0,0,0
12,5915,599.927,0,0,333,333,333,0,0
13,5463,599.989,1,40,333,333,0,0,0
14,5516,599.949,1,16,40,1,0,0,0
15,5505,599.989,1,28,333,333,0,0,0
16,5783,599.873,1,28,333,333,0,0,0
17,5938,599.867,0,0,333,333,333,0,0
18,5944,599.925,0,0,333,333,333,0,0
19,5924,599.921,0,0,333,333,333,0,0
20,5862,599.891,0,0,333,333,333,0,0
21,5436,600.016,1,28,333,333,0,0,0
22,5566,599.856,2,34,4.5,1,0.346129,0,0
23,5703,599.879,1,28,333,333,0,0,0
24,6067,599.959,0,0,333,333,333,0,0
25,5607,599.891,1,28,333,333,0,0,0
26,5566,599.913,1,24,333,333,0,0,0
27,5963,599.981,1,28,333,333,0,0,0
28,5432,600.006,1,40,333,333,0,0,0
29,5606,599.867,1,28,333,333,0,0,0
0,6039,599.898,0,0,333,333,333,0,1
1,5614,600.007,1,24,7.66667,1,0,0,1
2,5743,599.957,0,0,333,333,333,0,1
3,5617,599.869,1,15,39.75,1,0,0,1
4,5740,599.969,1,3,39.9444,1,0,0,1
5,5835,599.986,1,15,39.75,1,0,0,1
6,5525,599.893,1,15,39.75,1,0,0,1
7,5986,600.035,0,0,333,333,333,0,1
8,5624,599.859,1,24,7.66667,1,0,0,1
9,6262,599.932,0,0,333,333,333,0,1
10,5384,600.046,1,27,32,1,0,0,1
11,6013,599.944,0,0,333,333,333,0,1
12,5806,599.975,0,0,333,333,333,0,1
13,5882,599.921,0,0,333,333,333,0,1
14,6027,599.93,0,0,333,333,333,0,1
15,5470,600.033,1,15,39.75,1,0,0,1
16,5771,599.897,1,28,7.5,1,0,0,1
17,6017,599.92,0,0,333,333,333,0,1
18,5901,600.005,0,0,333,333,333,0,1
19,5615,599.947,2,13,21.5833,0.833333,0.509891,0,1
20,5674,599.879,1,2,39.9524,1,0,0,1
21,5616,599.931,1,2,39.9524,1,0,0,1
22,5886,599.883,0,0,333,333,333,0,1
23,5703,599.983,1,4,39.9333,1,0,0,1
24,5809,599.866,0,0,333,333,333,0,1
25,5897,599.956,0,0,333,333,333,0,1
26,5795,599.974,0,0,333,333,333,0,1
27,5587,599.926,1,28,7.5,1,0,0,1
28,5805,599.805,1,5,39.9167,1,0,0,1
29,5798,600.039,1,18,39.6667,1,0,0,1
0,5828,599.908,0,0,333,333,333,0,10
1,5717,599.843,0,0,333,333,333,0,10
2,5664,599.999,0,0,333,333,333,0,10
3,5386,600.003,1,52,35,1,0,0,10
4,5779,599.975,0,0,333,333,333,0,10
5,5740,599.897,0,0,333,333,333,0,10
6,5801,600.081,0,0,333,333,333,0,10
7,5723,599.86,0,0,333,333,333,0,10
8,5404,599.907,1,60,8,1,0,0,10
9,5854,600.008,0,0,333,333,333,0,10
10,5645,599.967,0,0,333,333,333,0,10
11,5745,600.031,1,5,43.9688,1,0,0,10
12,5745,599.967,0,0,333,333,333,0,10
13,5818,599.877,0,0,333,333,333,0,10
14,5965,599.78,0,0,333,333,333,0,10
15,5432,600.044,0,0,333,333,333,0,10
16,5881,599.958,0,0,333,333,333,0,10
17,5713,599.976,0,0,333,333,333,0,10
18,5432,599.895,1,33,43.75,1,0,0,10
19,5898,599.923,0,0,333,333,333,0,10
20,5533,600.007,0,0,333,333,333,0,10
21,5689,599.957,0,0,333,333,333,0,10
22,6036,599.91,0,0,333,333,333,0,10
23,5771,599.916,1,12,43.9524,1,0,0,10
24,5663,599.961,0,0,333,333,333,0,10
25,5844,599.876,0,0,333,333,333,0,10
26,5487,599.985,1,60,8,1,0,0,10
27,5870,599.872,0,0,333,333,333,0,10
28,5648,599.861,0,0,333,333,333,0,10
29,5564,599.928,0,0,333,333,333,0,10
0,5527,600.046,1,18,44,1,0,0,11
1,5811,599.98,1,0,44,1,0,0,11
2,5497,599.956,0,0,333,333,333,0,11
3,5574,599.916,0,0,333,333,333,0,11
4,5381,600.012,0,0,333,333,333,0,11
5,5753,599.809,0,0,333,333,333,0,11
6,5671,599.896,0,0,333,333,333,0,11
7,5586,599.933,0,0,333,333,333,0,11
8,5688,599.959,0,0,333,333,333,0,11
9,5477,599.741,0,0,333,333,333,0,11
10,5480,599.864,0,0,333,333,333,0,11
11,5407,599.967,1,6,44,1,0,0,11
12,5308,599.909,1,45,333,333,0,0,11
13,5514,600.028,0,0,333,333,333,0,11
14,5552,599.765,0,0,333,333,333,0,11
15,5811,599.92,0,0,333,333,333,0,11
16,5384,599.926,0,0,333,333,333,0,11
17,5486,599.998,1,50,333,333,0,0,11
18,5672,599.928,0,0,333,333,333,0,11
19,5443,599.809,1,8,44,1,0,0,11
20,5830,599.912,0,0,333,333,333,0,11
21,5488,599.906,1,15,44,1,0,0,11
22,5650,599.685,0,0,333,333,333,0,11
23,5556,599.991,0,0,333,333,333,0,11
24,5733,599.916,0,0,333,333,333,0,11
25,5371,599.895,1,50,333,333,0,0,11
26,5266,599.861,1,32,44,1,0,0,11
27,5364,599.917,1,35,333,333,0,0,11
28,5612,599.893,0,0,333,333,333,0,11
