runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,11102,599.094,2,34,4.5,1,0.346129,0,0
1,11086,599.985,2,34,4.5,1,0.346129,0,0
2,11534,599.979,1,40,333,333,0,0,0
3,11984,599.989,1,28,333,333,0,0,0
4,11336,599.953,2,34,4.5,1,0.346129,0,0
5,11395,599.91,1,28,333,333,0,0,0
6,11034,599.917,2,34,4.5,1,0.346129,0,0
7,11059,599.971,2,34,4.5,1,0.346129,0,0
8,11978,599.915,1,40,333,333,0,0,0
9,11855,600.01,1,40,333,333,0,0,0
10,10582,599.943,2,34,4.5,1,0.346129,0,0
11,11176,599.966,1,40,333,333,0,0,0
12,11298,599.764,1,28,333,333,0,0,0
13,12284,599.579,1,40,333,333,0,0,0
14,11290,599.76,1,40,333,333,0,0,0
15,11835,599.866,1,40,333,333,0,0,0
16,11059,600.054,2,34,4.5,1,0.346129,0,0
17,12783,599.875,1,40,333,333,0,0,0
18,11032,599.833,2,34,4.5,1,0.346129,0,0
19,11091,599.732,2,34,4.5,1,0.346129,0,0
20,11461,599.909,1,28,333,333,0,0,0
21,10717,599.966,2,14,22.25,1,inf,0,0
22,10546,599.91,2,34,4.5,1,0.346129,0,0
23,11259,600.052,1,40,333,333,0,0,0
24,10844,599.62,2,34,4.5,1,0.346129,0,0
25,10846,600.018,2,34,4.5,1,0.346129,0,0
26,11546,599.902,1,40,333,333,0,0,0
27,11592,599.987,2,34,4.5,1,0.346129,0,0
28,11211,599.875,1,40,333,333,0,0,0
29,11846,599.946,1,40,333,333,0,0,0
0,10965,599.962,1,24,39,1,0,0,1
1,10961,599.998,1,32,7,1,0,0,1
2,11337,599.921,1,28,7.5,1,0,0,1
3,11066,599.983,1,20,7.75,1,0,0,1
4,11371,599.876,0,0,333,333,333,0,1
5,11281,599.95,1,32,7,1,0,0,1
6,11044,599.986,1,18,39.6667,1,0,0,1
7,11300,599.938,1,24,7.66667,1,0,0,1
8,11309,599.99,1,16,7.8,1,0,0,1
9,11217,599.962,1,0,39.9583,1,0,0,1
10,11671,599.965,1,32,7,1,0,0,1
11,11119,599.971,1,28,7.5,1,0,0,1
12,12930,599.86,2,13,26.8889,0.666667,0.509891,0,1
13,11208,599.968,1,24,7.66667,1,0,0,1
14,11245,599.976,0,0,333,333,333,0,1
15,11172,599.908,1,28,7.5,1,0,0,1
16,11383,599.959,1,15,39.75,1,0,0,1
17,11994,599.967,1,24,7.66667,1,0,0,1
18,10659,599.929,1,4,39.9333,1,0,0,1
19,10866,599.953,1,10,39.875,1,0,0,1
20,11036,599.827,1,32,7,1,0,0,1
21,10642,600.049,1,20,7.75,1,0,0,1
22,11319,599.919,1,24,7.66667,1,0,0,1
23,11149,599.937,1,18,32.5,1,0,0,1
24,11165,599.962,1,18,39.6667,1,0,0,1
25,10508,599.903,2,13,5.25,0.875,0.509891,0,1
26,10715,599.973,1,15,39.75,1,0,0,1
27,11400,599.976,1,10,39.875,1,0,0,1
28,11834,599.869,1,24,39,1,0,0,1
29,11394,599.957,1,24,7.66667,1,0,0,1
0,11283,599.584,1,30,43.8333,1,0,0,10
1,10978,599.949,1,32,43.8,1,0,0,10
2,10488,599.961,2,21,21.6333,0.833333,0.509891,0,10
3,11105,599.943,1,30,43.8333,1,0,0,10
4,10758,599.78,1,45,8.75,1,0,0,10
5,10629,600.439,1,6,43.9667,1,0,0,10
6,11160,599.666,1,48,43,1,0,0,10
7,10828,599.808,1,30,43.8333,1,0,0,10
8,10875,599.693,1,52,35,1,0,0,10
9,10811,599.512,1,48,43,1,0,0,10
10,11161,599.595,2,14,28.6333,0.833333,0.509891,0,10
11,10682,600.566,1,60,8,1,0,0,10
12,10415,601.175,1,30,43.8333,1,0,0,10
13,10350,603.782,1,48,43,1,0,0,10
14,10686,599.928,1,48,43,1,0,0,10
15,11019,599.831,1,30,43.8333,1,0,0,10
16,10884,599.959,1,52,35,1,0,0,10
17,10610,599.402,1,30,43.8333,1,0,0,10
18,10997,600.009,1,52,35,1,0,0,10
19,11016,600.052,1,48,43,1,0,0,10
20,11187,599.738,1,60,8,1,0,0,10
21,10491,599.956,2,12,28.8286,0.857143,0.509891,0,10
22,10978,600.017,1,48,43,1,0,0,10
23,10830,600.248,1,60,8,1,0,0,10
24,10632,600.035,1,9,43.95,1,0,0,10
25,10637,599.681,1,18,43.9286,1,0,0,10
26,11313,600.019,1,48,43,1,0,0,10
27,11448,599.908,1,48,43,1,0,0,10
28,11026,599.965,1,0,43.9714,1,0,0,10
29,10879,599.862,1,52,35,1,0,0,10
0,10875,599.753,1,32,44,1,0,0,11
1,10754,599.981,1,32,44,1,0,0,11
2,10658,599.966,1,40,333,333,0,0,11
3,10738,599.94,1,36,44,1,0,0,11
4,10511,600.017,1,36,44,1,0,0,11
5,10488,599.954,1,24,44,1,0,0,11
6,10627,600.019,1,45,333,333,0,0,11
7,10520,599.968,1,40,333,333,0,0,11
8,10560,599.903,1,32,44,1,0,0,11
9,10816,600.037,1,15,44,1,0,0,11
10,10822,599.927,1,18,44,1,0,0,11
11,10337,599.914,1,35,333,333,0,0,11
12,10287,599.755,1,30,333,333,0,0,11
13,11394,599.573,1,40,44,1,0,0,11
14,10858,599.973,1,9,44,1,0,0,11
15,10744,599.751,1,45,333,333,0,0,11
16,10531,599.824,1,40,333,333,0,0,11
17,10804,599.91,1,28,44,1,0,0,11
18,10646,600.021,1,45,333,333,0,0,11
19,10349,599.978,2,41,18,1,0.346129,0,11
20,10178,599.891,2,6,28.15,1,inf,0,11
21,10766,599.966,1,20,44,1,0,0,11
22,11231,600.027,1,28,44,1,0,0,11
23,10895,599.875,1,45,333,333,0,0,11
24,10777,599.816,1,9,44,1,0,0,11
25,9893,599.889,2,19,8.875,1,inf,0,11
26,10598,600.007,1,30,333,333,0,0,11
27,11157,599.987,1,20,44,1,0,0,11
28,10443,599.794,1,50,333,333,0,0,11
29,10037,599.918,1,20,44,1,0,0,11
0,10750,599.524,1,22,42,1,0,0,12
1,10968,599.992,1,20,42.3333,1,0,0,12
2,10546,599.95,2,30,20.9,0.6,0.509891,0,12
3,10690,599.891,2,30,20.9,0.6,0.509891,0,12
4,11410,599.875,1,20,42.3333,1,0,0,12
5,10649,599.875,1,21,25.1667,1,0,0,12
6,11341,599.927,1,9,42.6667,1,0,0,12
7,10658,599.598,2,25,18,0.8,0.509891,0,12
8,10952,599.665,1,20,42.3333,1,0,0,12
9,10609,599.926,2,21,22.625,0.75,0.509891,0,12
10,11058,599.737,1,20,42.3333,1,0,0,12
11,10581,599.452,1,20,42.3333,1,0,0,12
12,10277,599.945,1,20,42.3333,1,0,0,12
13,10321,599.792,1,9,42.6667,1,0,0,12
14,11457,599.807,1,18,42.5,1,0,0,12
15,11099,600.013,1,9,42.6667,1,0,0,12
16,10910,599.855,1,22,42,1,0,0,12
17,12640,599.843,2,44,2.66667,0.333333,0.509891,0,12
18,11101,600.021,1,10,42.5556,1,0,0,12
19,11439,599.74,1,20,42.3333,1,0,0,12
20,11639,599.92,1,20,42.3333,1,0,0,12
21,10961,599.967,2,25,18,0.8,0.509891,0,12
22,11000,599.961,1,11,42.3333,1,0,0,12
23,11095,599.738,1,9,42.6667,1,0,0,12
