runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,13007,599.947,1,338,15,1,0,0,0
1,12169,599.935,1,312,55,1,0,0,0
2,12227,599.989,2,350,10,0.666667,0.488066,0,0
3,12353,599.944,2,350,10,0.666667,0.488066,0,0
4,12501,599.884,1,338,15,1,0,0,0
5,11911,599.705,2,350,10,0.666667,0.488066,0,0
6,12121,599.938,2,350,10,0.666667,0.488066,0,0
7,12190,599.989,2,350,10,0.666667,0.488066,0,0
8,11897,599.906,1,348,40,1,0,0,0
9,13338,599.743,1,338,15,1,0,0,0
10,12478,599.453,1,325,15.25,1,0,0,0
11,13053,599.845,1,338,15,1,0,0,0
12,12040,599.818,2,350,10,0.666667,0.488066,0,0
13,10499,600.606,3,359,5.55556,0.666667,0.330901,0,0
14,12136,599.564,1,338,15,1,0,0,0
15,12192,599.991,1,338,15,1,0,0,0
16,12188,599.909,2,349,10.5,0.666667,0.488066,0,0
17,12335,599.985,1,338,15,1,0,0,0
18,12303,599.994,2,350,10,0.666667,0.488066,0,0
19,12256,600.016,1,338,15,1,0,0,0
20,12203,599.615,1,338,15,1,0,0,0
21,12485,599.976,1,338,15,1,0,0,0
22,12255,599.939,2,349,10.5,0.666667,0.488066,0,0
23,12043,599.551,1,338,15,1,0,0,0
24,12203,599.68,1,338,15,1,0,0,0
25,12357,599.635,1,336,45,1,0,0,0
26,11961,599.957,2,350,10,0.666667,0.488066,0,0
27,12382,599.881,1,312,55,1,0,0,0
28,11984,599.984,1,312,55,1,0,0,0
29,12029,599.564,2,350,10,0.666667,0.488066,0,0
0,12719,599.367,1,324,333,333,0,0,1
1,12477,599.981,1,286,52,1,0,0,1
2,12719,599.914,1,312,333,333,0,0,1
3,12516,599.969,1,324,333,333,0,0,1
4,12586,601.563,1,324,333,333,0,0,1
5,12422,599.927,1,312,333,333,0,0,1
6,12574,599.874,1,312,333,333,0,0,1
7,12764,599.642,1,324,333,333,0,0,1
8,12561,599.897,1,312,333,333,0,0,1
9,12952,600.673,1,312,333,333,0,0,1
10,12873,600.244,1,312,333,333,0,0,1
11,12954,600.596,1,324,333,333,0,0,1
12,13806,599.961,1,312,333,333,0,0,1
13,12718,599.467,1,312,333,333,0,0,1
14,12290,599.943,1,286,52,1,0,0,1
15,12480,599.886,1,312,333,333,0,0,1
16,11717,599.877,2,294,19.5,1,0.346129,0,1
17,12448,599.959,1,324,333,333,0,0,1
18,12672,599.94,1,324,333,333,0,0,1
19,12462,600.024,1,286,52,1,0,0,1
20,12522,599.755,1,324,333,333,0,0,1
21,12150,599.948,2,322,1,1,inf,0,1
22,13008,599.935,1,312,333,333,0,0,1
23,12728,599.898,1,324,333,333,0,0,1
24,12666,599.928,1,324,333,333,0,0,1
25,12864,599.644,1,312,333,333,0,0,1
26,12710,599.953,1,324,333,333,0,0,1
27,12650,599.983,1,312,333,333,0,0,1
28,12652,599.656,1,324,333,333,0,0,1
29,12490,599.924,1,324,333,333,0,0,1
0,12734,599.403,1,308,12,1,0,0,10
1,12826,599.967,1,308,12,1,0,0,10
2,12873,599.847,1,308,12,1,0,0,10
3,12770,599.962,1,308,12,1,0,0,10
4,12743,601.263,1,308,12,1,0,0,10
5,12846,599.092,1,308,12,1,0,0,10
6,12783,599.936,1,308,12,1,0,0,10
7,12694,599.74,1,308,12,1,0,0,10
8,12580,599.822,1,308,12,1,0,0,10
9,12606,599.577,1,308,12,1,0,0,10
10,12664,599.991,1,308,12,1,0,0,10
11,12347,599.765,1,308,12,1,0,0,10
12,12587,599.997,2,317,0,0,0.326634,0,10
13,12716,608.007,1,308,12,1,0,0,10
14,12692,599.982,1,308,12,1,0,0,10
15,12585,599.809,2,317,0,0,0.326634,0,10
16,12581,599.949,1,308,12,1,0,0,10
17,12532,599.854,1,308,12,1,0,0,10
18,12702,599.717,1,308,12,1,0,0,10
19,12675,599.799,1,308,12,1,0,0,10
20,12631,599.706,1,308,12,1,0,0,10
21,12783,599.946,1,308,12,1,0,0,10
22,12814,599.961,1,308,12,1,0,0,10
23,12766,600.02,1,308,12,1,0,0,10
24,12971,599.733,1,308,12,1,0,0,10
25,12477,600.361,1,308,12,1,0,0,10
26,12981,599.948,1,308,12,1,0,0,10
27,12760,600.009,1,308,12,1,0,0,10
28,12555,599.695,1,308,12,1,0,0,10
29,12609,599.856,1,308,12,1,0,0,10
0,12669,599.373,1,270,333,333,0,0,11
1,12478,599.945,1,270,333,333,0,0,11
2,12684,599.92,1,270,333,333,0,0,11
