runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5011,599.5,0,0,333,333,333
1,5021,599.924,0,0,333,333,333
2,5115,599.72,0,0,333,333,333
3,5189,600.062,0,0,333,333,333
4,5487,600.586,0,0,333,333,333
5,5283,599.979,0,0,333,333,333
6,5377,599.906,0,0,333,333,333
7,5213,600.034,0,0,333,333,333
8,5331,599.916,0,0,333,333,333
9,5434,600.001,0,0,333,333,333
10,5428,599.847,0,0,333,333,333
11,5179,599.983,0,0,333,333,333
12,5356,599.928,0,0,333,333,333
13,5205,599.985,0,0,333,333,333
14,5354,599.931,0,0,333,333,333
15,5290,599.935,0,0,333,333,333
16,5302,599.969,0,0,333,333,333
17,5344,599.938,0,0,333,333,333
18,4934,599.977,0,0,333,333,333
19,5332,599.998,0,0,333,333,333
20,5338,599.932,0,0,333,333,333
21,5401,600.048,0,0,333,333,333
22,5395,599.893,0,0,333,333,333
23,5306,599.972,0,0,333,333,333
24,5346,600.023,0,0,333,333,333
25,5549,599.946,0,0,333,333,333
26,5294,599.933,0,0,333,333,333
27,5282,600.028,0,0,333,333,333
28,5075,599.861,0,0,333,333,333
29,5147,600.076,0,0,333,333,333
,,,0,,,
